Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Inazuma,NULL,Drama,8,NULL,Mikio Naruse,NULL,Kyoko Kagawa|Jun Negami|Hideko Takamine,Japan,NULL,NULL,NULL,NULL,NULL
In Celebration,PG,Drama,8,131 min.,Lindsay Anderson,NULL,Alan Bates|James Bolam|Brian Cox|Constance Chapman,UK,NULL,NULL,NULL,NULL,American Film Theatre
Incendies,R,Drama,8,130 min.,Denis Villeneuve,NULL,Lubna Azabal|MÃƒÂ©lissa DÃƒÂ©sormeaux-Poulin|Maxim Gaudette|Abdelghafour Elaaziz,Canada|France,NULL,NULL,NULL,"Apr 22, 2011 (USA - Limited)",micro_scope|Phi Group|TS Productions
Inch'Allah,R,Drama,9,101 min.,AnaÃƒÂ¯s Barbeau-Lavalette,NULL,Evelyne Brochu|Sabrina Ouazani|Sivan Levy|Yousef Sweid,Canada|France|Israel,NULL,NULL,NULL,"Aug 16, 2013 (USA - Limited)",micro_scope
In Cold Blood,R,Crime,10,134 min.,Richard Brooks,NULL,Robert Blake|John Forsythe|Paul Stewart|Gerald O'Loughlin,USA,NULL,NULL,NULL,NULL,Columbia Pictures
In Darkness,R,Drama|War,9,145 min.,Agnieszka Holland,NULL,Robert Wieckiewicz|Benno FÃƒÂ_rmann|Agnieszka Grochowska|Maria Schrader,Canada|Germany|Poland,NULL,NULL,NULL,"Feb 10, 2012 (USA - Limited)",Astral's Harold Greeberg Fund|Deutscher Filmforderfonds|FFA Filmforderungsanstalt|HessenInvestFilm|MDM Mitteldeutsche Medienfordefung|Medienboard Berlin Brandenburg|Mongrel Media|Polish Film Institute|Rogers Telefund|Schmidtz Katze Filmkollektiv|The Film Works Ltd.|Zebra Film Studio
In Enemy Country,NULL,Action|Adventure|Spy Film|War,6,108 min.,Harry Keller,NULL,Anthony Franciosa|Anjanette Comer|Guy Stockwell|Paul Hubschmid,USA,NULL,NULL,NULL,"Jul 1, 1968 (USA - Unknown)",Franco London Films|Universal
I Never Sang for My Father,PG,Drama,9,90 min.,Gilbert Cates,NULL,Melvyn Douglas|Gene Hackman|Dorothy Stickney|Estelle Parsons,USA,NULL,NULL,NULL,"Oct 18, 1970 (USA - Unknown)",Columbia Pictures|Jamel Productions
Infernal Affairs,R,Crime,8,101 min.,Andrew Lau|Alan Mak,NULL,Andy Lau|Eric Tsang|Chapman To|Lam Ka-tung,Hong Kong,NULL,NULL,NULL,"Sep 17, 2004 (USA - Limited)",Basic Pictures|Media Asia Films
Inglourious Basterds,R,War,9,166 min.,Quentin Tarantino,NULL,Brad Pitt|MÃƒÂ©lanie Laurent|Christoph Waltz|Eli Roth,Germany|USA,NULL,NULL,NULL,"Aug 21, 2009 (USA)",A Band Apart|Zehnte Babelsberg
In Harm's Way,NULL,War,9,165 min.,Otto Preminger,NULL,John Wayne|Kirk Douglas|Patricia Neal|Tom Tryon,USA,NULL,NULL,NULL,"Apr 6, 1965 (USA - Unknown)",Otto Preminger Productions|Paramount
Inherent Vice,R,Crime|Drama,7,148 min.,Paul Thomas Anderson,NULL,Joaquin Phoenix|Josh Brolin|Katherine Waterston|Eric Roberts,USA,NULL,NULL,NULL,"Dec 12, 2014 (USA - Limited), Jan 9, 2015 (USA)",Annapurna Pictures
Inherit the Wind,NR,Drama,9,128 min.,Stanley Kramer,NULL,Spencer Tracy|Fredric March|Gene Kelly|Florence Eldridge,USA,NULL,NULL,NULL,"Oct 12, 1960 (USA)",Stanley Kramer Productions|United Artists
Innocence,NR,Drama|Avant-garde / Experimental,8,117 min.,Lucile Hadzihalilovic,NULL,Marion Cotillard|HÃƒÂ©lÃƒÂ¨ne de Fougerolles,Belgium|France|UK,NULL,NULL,NULL,"Oct 21, 2005 (USA - Limited)",Agat Films|Bluelight|CNC|Ex Nihilo|Gimages|Kinetique|Les Ateliers de Baere|Love Streams|U.K. Film Council|Wallimage
In Old Chicago,NULL,Drama,8,110 min.,Henry King,NULL,Tyrone Power|Alice Faye|Don Ameche|Alice Brady,USA,NULL,NULL,NULL,"Jan 6, 1938 (USA - Unknown)",20th Century Fox
In Praise of Love,PG,Drama,8,97 min.,Jean-Luc Godard,NULL,Bruno Putzulu|Jean Davy|JÃƒÂ©rÃƒÂ©mie Lippmann,Switzerland,NULL,NULL,NULL,"Sep 6, 2002 (USA - Limited)",Optimum Releasing|Peripheria
Inside Man,R,Crime,7,128 min.,Spike Lee,NULL,Denzel Washington|Clive Owen|Jodie Foster|Christopher Plummer,USA,NULL,NULL,NULL,"Mar 24, 2006 (USA)",40 Acres and a Mule Filmworks|Brian Grazer|Imagine Entertainment|Universal Pictures
Insomnia,NR,Thriller,8,97 min.,Erik SkjoldbjÃƒÂ_rg,NULL,Gisken Armand|Maria Bonnevie|BjÃƒÂ¸rn Floberg|Sverre Anker Ousdal,Norway,NULL,NULL,NULL,"Jan 1, 1998 (USA)",Nordic Screen Productions|Norsk Filmstudio A/S|Norwegian Film Institute
Insomnia,R,Thriller,8,118 min.,Christopher Nolan,NULL,Al Pacino|Robin Williams|Hilary Swank|Maura Tierney,USA,NULL,NULL,NULL,"May 24, 2002 (USA)",Alcon Entertainment|Section Eight|Witt-Thomas Films
Intentions of Murder,NULL,Drama,8,150 min.,Shohei Imamura,NULL,Masumi Harukawa|Akira Nishimura|Shigeru Tsuyuguchi|Yoshi Kato,Japan,NULL,NULL,NULL,NULL,Nikkatsu Corporation
Intermezzo,NR,Drama|Romance,8,70 min.,Gregory Ratoff,NULL,Leslie Howard|Ingrid Bergman|Edna Best|John Halliday,Italy|USA,NULL,NULL,NULL,NULL,Swedish Film Production
Intermezzo,NULL,Drama|Romance,8,88 min.,Gustaf Molander,NULL,GÃƒÂ¶sta Ekman|Inga Tidblad|Britt Hagman|Erik Berglund,Germany|Sweden,NULL,NULL,NULL,"Nov 16, 1936 (USA - Unknown)",Swedish Film Production
Internal Affairs,R,Crime|Thriller,7,114 min.,Mike Figgis,NULL,Richard Gere|Andy Garcia|Nancy Travis|Laurie Metcalf,USA,NULL,NULL,NULL,"Jan 12, 1990 (USA)",Paramount
Interviews With My Lai Veterans,NULL,War,6,22 min.,Joseph Strick,NULL,NULL,USA,NULL,NULL,NULL,NULL,NULL
In the Bedroom,R,Drama,8,138 min.,Todd Field,NULL,Sissy Spacek|Tom Wilkinson|Nick Stahl|Marisa Tomei,USA,NULL,NULL,NULL,"Nov 23, 2001 (USA - Limited)",Buena Vista International|Good Machine|GreeneStreet Films
In the Company of Men,R,Drama,8,97 min.,Neil LaBute,NULL,Aaron Eckhart|Matt Malloy|Stacy Edwards|Mark Rector,USA,NULL,NULL,NULL,"Aug 1, 1997 (USA)",Atlantis Films|Fair and Square Productions
In the Cut,R,Thriller,7,118 min.,Jane Campion,NULL,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh|Kevin Bacon,USA,NULL,NULL,NULL,"Oct 22, 2003 (USA - Limited)",Laurie Parker|Pathe Prods.|PathÃƒÂ© Distribution|Screen Gems
In the Fog,NULL,Drama,8,127 min.,Sergei Loznitsa,NULL,Sergei Kolesov|Yulia Peresild|Kirill Petrov|Dmitrijs Kolosovs,Byelarus|Germany|Latvia|Netherlands|Russia,NULL,NULL,NULL,"Jun 14, 2013 (USA - Limited)",Belarus Film|GP Cinema Company|Lemming Film|Ma.ja.de. Fiction|Rija Films
In the Heart of the Sea,PG13,Action|Drama,9,122 min.,Ron Howard,NULL,Chris Hemsworth|Benjamin Walker|Cillian Murphy|Ben Whishaw,USA,NULL,NULL,NULL,"Dec 11, 2015 (USA)",Village Roadshow Pictures|Warner Bros.
In the House,R,Thriller,9,105 min.,FranÃƒÂ§ois Ozon,NULL,Fabrice Luchini|Ernst Umhauer|Kristin Scott Thomas|Emmanuelle Seigner,France,NULL,NULL,NULL,"Apr 19, 2013 (USA - Limited)",Canal+|CinÃƒÂ©+|Cofimage 23|France 2 CinÃƒÂ©ma|France TÃƒÂ©lÃƒÂ©visions|La Banque Postale Image 5|La RÃƒÂ©gion ile-de-France|Mandarin Cinema Foz|Mars Films|Palatine|ÃƒÂ‰toile 9
In Their Prime,NULL,Drama|War,6,101 min.,Zhou Xiaowen,NULL,Guo Kailun|Hong Yuzhou|Li Qinghong|Luo Mingxiang,China,NULL,NULL,NULL,NULL,NULL
In the Line of Fire,R,Thriller,8,127 min.,Wolfgang Petersen,NULL,Clint Eastwood|John Malkovich|Rene Russo|Dylan McDermott,USA,NULL,NULL,NULL,NULL,Columbia Pictures
In the Name of the Father,R,Drama,8,127 min.,Jim Sheridan,NULL,Daniel Day-Lewis|Pete Postlethwaite|Emma Thompson|Corin Redgrave,Ireland|UK|USA,NULL,NULL,NULL,NULL,Universal
In the Presence of Mine Enemies,PG13,Drama|War,6,96 min.,Joan Micklin Silver,NULL,Armin Mueller-Stahl|Don McKellar|Charles Dance|Chad Lowe,USA,NULL,NULL,NULL,NULL,NULL
In the Realm of the Senses,NC17,Drama,9,105 min.,Nagisa Oshima,NULL,Eiko Matsuda|Tatsuya Fuji|Aoi Nakajima|Yasuko Matsui,France|Japan,NULL,NULL,NULL,NULL,Argos Films|Oshima Productions|Shibata Organization
In the Shadows,R,Thriller,9,104 min.,Ric Waugh,NULL,Jeff Chase|Joey Lauren Adams|James Caan|Lillo Brancato Jr.,USA,NULL,NULL,NULL,"Aug 2, 2001 (USA - Unknown)",NULL
In the Wild Mountains,NULL,Drama|Romance,8,99 min.,Yan Xueshu,NULL,Du Yuan|Xu Shaoli,China,NULL,NULL,NULL,NULL,Xi'an Film Studio
In This World,R,Drama,8,88 min.,Michael Winterbottom,NULL,Jamal Udin Torabi|Enayatullah|Imran Paracha|Hiddayatullah,UK,NULL,NULL,NULL,"Sep 19, 2003 (USA - Limited)",BBC Films|Film Consortium|Revolution Studios
Introducing Dorothy Dandridge,R,Drama,8,120 min.,Martha Coolidge,NULL,Halle Berry|Brent Spiner|Obba Babatunde|Loretta Devine,USA,NULL,NULL,NULL,"Aug 21, 1999 (USA - Unknown)",Esparza/Katz Productions
Intruder in the Dust,NR,Drama,9,87 min.,Clarence Brown,NULL,"David Brian|Claude Jarman, Jr.|Juano Hernandez|Charles Kemper",USA,NULL,NULL,NULL,"Nov 22, 1949 (USA - Unknown)",MGM
Invasion Quartet,NULL,Comedy|War,6,87 min.,Jay Lewis,NULL,Bill Travers|Spike Milligan|John Le Mesurier|Gregoire Aslan,UK,NULL,NULL,NULL,"Sep 1, 1961 (USA - Unknown)",Franco London Films|MGM
In Which We Serve,NULL,War,9,114 min.,NoÃƒÂ«l Coward|David Lean,NULL,NoÃƒÂ«l Coward|John Mills|Bernard Miles|Celia Johnson,UK,NULL,NULL,NULL,"Sep 17, 1942 (USA - Unknown)",Universal
I Remember Mama,NR,Drama,9,134 min.,George Stevens,NULL,Irene Dunne|Barbara Bel Geddes|Oscar Homolka|Philip Dorn,USA,NULL,NULL,NULL,"Mar 9, 1948 (USA - Unknown)",RKO Pictures
Irene in Time,PG13,Drama,8,94 min.,Henry Jaglom,NULL,Tanna Frederick|Andrea Marcovicci|Victoria Tennant|Karen Black,USA,NULL,NULL,NULL,"Jun 19, 2009 (USA - Limited)",NULL
Iris,R,Drama,8,90 min.,Richard Eyre,NULL,Judi Dench|Kate Winslet|Jim Broadbent|Hugh Bonneville,UK|USA,NULL,NULL,NULL,"Dec 15, 2001 (USA - Limited)",BBC|Intermedia Films|Mirage Enterprises|Miramax|Scott Rudin Productions
Iron Man 2,PG13,Action,8,124 min.,Jon Favreau,NULL,"Robert Downey, Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson",USA,NULL,NULL,NULL,"May 7, 2010 (USA)",Marvel Studios
Iron Man 3,PG13,Action,8,109 min.,Shane Black,NULL,"Robert Downey, Jr.|Gwyneth Paltrow|Don Cheadle|Guy Pearce",China|USA,NULL,NULL,NULL,"May 3, 2013 (USA - 3D), May 3, 2013 (USA - IMAX 3D), May 3, 2013 (USA)",DMG Entertainment|Marvel Studios|Paramount Pictures
Iron Man,PG13,Action,8,126 min.,Jon Favreau,NULL,"Robert Downey, Jr.|Terrence Howard|Jeff Bridges|Gwyneth Paltrow",USA,NULL,NULL,NULL,"May 2, 2008 (USA)",Marvel Studios
Iron Monkey,PG13,Action|Adventure,9,89 min.,Yuen Woo Ping,NULL,Yu Rongguang|Donnie Yen|James Wong|Yam Sai-Kun,Hong Kong,NULL,NULL,NULL,"Oct 12, 2001 (USA)",Film Workshop|Golden Harvest|Long Shong Pictures
I Saw the Devil,NULL,Thriller,7,143 min.,Kim Jee-Woon,NULL,Lee Byung-hun|Choi Min-Sik|Chun Kook-Haun|Oh San-Ha,South Korea,NULL,NULL,NULL,"Mar 4, 2011 (USA - Limited)",Asia Investment|CJ Venture Investment|Finecut|Gemini Investment Company|Geon Investment|IZN Investments|KT-Global New Media Fund|Michigan Venture Capital|Peppermint & Company|Showbox/Mediaplex|Inc.|Siz Entertainment|Softbank Ventures Korea|Tomato Tour
I Served the King of England,R,Drama,8,118 min.,JirÃƒÂ_ Menzel,NULL,Ivan Barnev|Oldrich Kaiser|Julia Jentsch|Martin Huba,Czech Republic|Slovakia,NULL,NULL,NULL,"Aug 22, 2008 (USA - Limited)",AQS|Barrandov Studios|Bioscop|IN FILM|Magic Box Slovakia|TV NOVA|Universal Production Partners
Ishi: The Last of His Tribe,NULL,Drama,8,150 min.,Robert Ellis Miller,NULL,Eloy Casados|Lois Red Elk|Devon Ericson|Joseph Running Fox,USA,NULL,NULL,NULL,NULL,Edward and Mildred Lewis Productions
I Smile Back,R,Drama,8,85 min.,Adam Salky,NULL,Sarah Silverman|Josh Charles|Skylar Gaertner|Mia Barron,USA,NULL,NULL,NULL,"Oct 23, 2015 (USA - Limited)",NULL
Isn't Life Wonderful,NULL,Drama|War,6,90 min.,D.W. Griffith,NULL,Carol Dempster|Neil Hamilton|Erville Alderson|Helen Lowell,USA,NULL,NULL,NULL,"Nov 23, 1924 (USA - Unknown)",United Artists
Istoriya Asi Klyachinoy,NULL,Drama,8,90 min.,Andrei Konchalovsky,NULL,Iya Savvina|Alexandr Surin|Lyubov Sokolova|Lyudmila Zaytseva,USSR,NULL,NULL,NULL,NULL,Mosfilm Studios
It Always Rains on Sunday,NULL,Drama,8,92 min.,Robert Hamer,NULL,Googie Withers|Edward Chapman|Susan Shaw|Patricia Plunkett,UK,NULL,NULL,NULL,"Nov 25, 1947 (USA - Unknown)",Ealing Studios
It Felt Like Love,NULL,Drama,8,82 min.,Eliza Hittman,NULL,Gina Piersanti|Giovanna Salimeni|Ronen Rubinstein,USA,NULL,NULL,NULL,"Mar 21, 2014 (USA - Limited)",NULL
It Happened Here,NULL,Drama|Science Fiction,8,99 min.,Kevin Brownlow|Andrew Mollo,NULL,Pauline Murray|Sebastian Shaw|Nicolette Bernard|Bart Allison,UK,NULL,NULL,NULL,NULL,Rath Films|United Artists
"I, Tonya",R,Comedy Drama|Drama,9,119 min.,Craig Gillespie,NULL,Margot Robbie|Sebastian Stan|Allison Janney|Paul Walter Hauser,USA,NULL,NULL,NULL,"Dec 8, 2017 (USA - Limited)",Clubhouse Pictures|LuckyChap Entertainment
It Started in Paradise,NULL,Drama,8,88 min.,Compton Bennett,NULL,Martita Hunt|Jane Hylton|Muriel Pavlow|Ian Hunter,UK,NULL,NULL,NULL,NULL,Astor Pictures Corporation|General Film Distributors
Ivanovo Detstvo,NULL,War,9,97 min.,Andrei Tarkovsky,NULL,Nikolai Burlyayev|Valentin Zubkov|Yevgeny Zharikov|Valentina Malyavina,USSR,NULL,NULL,NULL,NULL,Gorky Filmstudio|Mosfilm Studios
I've Loved You So Long...,PG13,Drama,8,117 min.,Philippe Claudel,NULL,Kristin Scott Thomas|Elsa Zylberstein|Serge Hazanavicius|FrÃƒÂ©dÃƒÂ©ric Pierrot,France|Germany|USA,NULL,NULL,NULL,"Oct 24, 2008 (USA - Limited)",Integral Film (Germany)|UGC YM (France)
I Wake Up Screaming,NR,Thriller|Mystery,8,82 min.,H. Bruce Humberstone,NULL,Betty Grable|Victor Mature|Carole Landis|Laird Cregar,USA,NULL,NULL,NULL,"Nov 14, 1941 (USA - Unknown)",20th Century Fox
I Want to Live!,NULL,Drama,9,120 min.,Robert Wise,NULL,Susan Hayward|Simon Oakland|Virginia Vincent|Theodore Bikel,USA,NULL,NULL,NULL,"Nov 18, 1958 (USA - Unknown)",Figaro Films|United Artists
I Was an American Spy,NULL,War|Spy Film,8,85 min.,Lesley Selander,NULL,Ann Dvorak|Gene Evans|Douglas Kennedy|Richard Loo,USA,NULL,NULL,NULL,NULL,Monogram~Allied Film Makers
I Wish,PG,Drama,8,128 min.,Hirokazu Kore-eda,NULL,Seinosuke Nagayoshi|Kinya Uchida|Manami Hashimoto|Rento Isobe,Japan,NULL,NULL,NULL,"May 11, 2012 (USA - Limited)",BigX|Shirogumi Inc.
Ixcanul,NULL,Drama,8,91 min.,Jayro Bustamante,NULL,NULL,France|Guatemala,NULL,NULL,NULL,"Aug 19, 2016 (USA - Limited)",La Casa de Production
J'accuse,NR,Drama|War,8,120 min.,Abel Gance,NULL,Line Noro|Renee Devillers|Delaitre|Victor Francen,France,NULL,NULL,NULL,NULL,Franco London Films
J'accuse,R,Drama|War,6,150 min.,Abel Gance,NULL,Romuald Joube|Severin-Mars|Maryse Dauvray|Maxime des Jardins,France,NULL,NULL,NULL,NULL,NULL
Jackie Brown,R,Crime,8,155 min.,Quentin Tarantino,NULL,Pam Grier|Samuel L. Jackson|Robert Forster|Bridget Fonda,USA,NULL,NULL,NULL,"Dec 25, 1997 (USA)",Miramax
Jackie Chan's Project A,PG13,Action,8,95 min.,Jackie Chan,NULL,Yuen Biao|Jackie Chan|Sammo Hung,Hong Kong,NULL,NULL,NULL,"Dec 22, 1983 (USA - Unknown)",NULL
Jackie,R,Drama|Historical Film,9,100 min.,Pablo Larrain,NULL,Natalie Portman|Peter Sarsgaard|Greta Gerwig|Billy Crudup,Chile|France|USA,NULL,NULL,NULL,"Dec 2, 2016 (USA - Limited)",Fabula|LD Entertainment|Protozoa Pictures
Jack the Ripper,NULL,Mystery|Thriller,7,200 min.,David Wickes,NULL,Michael Caine|Armand Assante|Ray McAnally|Lewis Collins,UK|USA,NULL,NULL,NULL,NULL,Euston Films
Jacob the Liar,NULL,Drama|War,7,95 min.,Frank Beyer,NULL,Vlastimil BrodskÃƒÂ_|Erwin Geschonneck|Dezso Garas|Margit Bara,East Germany,NULL,NULL,NULL,NULL,DEFA
Jagged Edge,R,Thriller,8,108 min.,Richard Marquand,NULL,Jeff Bridges|Glenn Close|Peter Coyote|Robert Loggia,USA,NULL,NULL,NULL,NULL,Columbia Pictures
J'ai tuÃƒÂ© ma mÃƒÂ¨re,NULL,Drama,8,100 min.,Xavier Dolan,NULL,Anne Dorval|Xavier Dolan|Suzanne Clement|FranÃƒÂ§ois Arnaud,Canada,NULL,NULL,NULL,"Mar 13, 2013 (USA - Limited)",NULL
James White,R,Drama,8,87 min.,Josh Mond,NULL,"Christopher Abbott|Cynthia Nixon|Scott ""Kid Cudi"" Mescudi|Makenzie Leigh",USA,NULL,NULL,NULL,"Nov 13, 2015 (USA - Limited)",Borderline Films
Jane Eyre,NULL,Drama|Romance,8,97 min.,Robert Stevenson,NULL,Orson Welles|Joan Fontaine|Margaret O'Brien|Peggy Ann Garner,USA,NULL,NULL,NULL,NULL,RKO Pictures
Jane Eyre,PG13,Drama,8,121 min.,Cary Joji Fukunaga,NULL,Mia Wasikowska|Michael Fassbender|Jamie Bell|Judi Dench,UK|USA,NULL,NULL,NULL,"Mar 11, 2011 (USA - Limited)",BBC Films|Ruby Films
Janice Meredith,NULL,Drama|Historical Film,8,NULL,Walter Futter|E. Mason Hopper,NULL,Marion Davies|Harrison Ford|Maclyn Arbuckle|Spencer Charters,USA,NULL,NULL,NULL,NULL,Cosmopolitan|MGM
Japanese Story,R,Drama,8,105 min.,Sue Brooks,NULL,Toni Collette|Gotaro Tsunashima|Matthew Dyktynski|Lynette Curran,Australia,NULL,NULL,NULL,"Dec 31, 2003 (USA - Limited)",Australian Film Finance Corporation|Gecko Films|L|Premium Movie Partnership|Screenwest Inc.|Showtime Australia
Jar City,NR,Thriller,8,94 min.,Baltasar KormÃƒÂ¡kur,NULL,Ingvar E. Sigurdsson|Agusta Eva Erlendsdottir|BjÃƒÂ¶rn Hlynur Haraldsson|Thorsteinn Gunnarsson,Denmark|Germany|Iceland,NULL,NULL,NULL,NULL,Bavaria Pictures|Blueeyes Productions|Nordisk Film
Jarhead,R,Drama|War,6,123 min.,Sam Mendes,NULL,Jake Gyllenhaal|Peter Sarsgaard|Lucas Black|Brian Geraghty,USA,NULL,NULL,NULL,"Nov 4, 2005 (USA)",MP Kappa Productions|Neal Street Productions|United International Pictures (UK) Limited
Jaws,PG,Thriller|Adventure,10,124 min.,Steven Spielberg,NULL,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary,USA,NULL,NULL,NULL,"Aug 23, 2012 (USA - Rerelease)",Universal
Jean de Florette,PG,Drama,9,122 min.,Claude Berri,NULL,Yves Montand|Daniel Auteuil|Elisabeth Depardieu|Ernestine Mazurowna,France|Italy,NULL,NULL,NULL,"Jun 26, 1987 (USA)",DD Productions|Films Antenne 2|Franco London Films|RAI 2|Renn Productions
Jenny's War,PG,Drama|War,6,192 min.,Steven Gethers,NULL,Hartmut Becker|Robert Hardy|Patrick Ryecart|Dyan Cannon,UK|USA,NULL,NULL,NULL,NULL,Columbia TriStar Television|HTV|Louis Rudolph Productions
Jesus of Montreal,R,Drama,8,119 min.,Denys Arcand,NULL,Lothaire Bluteau|Catherine Wilkening|Johanne-Marie Tremblay|Robert Lepage,Canada|France,NULL,NULL,NULL,"May 25, 1990 (USA)",Gerard Mital Productions|Max Films|National Film Board of Canada
Jesus' Son,R,Drama,8,109 min.,Alison Maclean,NULL,Billy Crudup|Samantha Morton|Denis Leary|Jack Black,USA,NULL,NULL,NULL,"Jun 16, 2000 (USA - Limited)",Alliance Atlantis Communications|Evenstar Films
Jeszcze Tylko Ten Las,NULL,Drama|War,7,90 min.,Jan Lomnicki,NULL,Ryszarda Hanin|Marzena Trybala|Marek Bargielowski,Poland,NULL,NULL,NULL,NULL,Kadr Film Unit|Zespoly Filmowe
Jezebel,NR,Drama,9,105 min.,William Wyler,NULL,Bette Davis|Henry Fonda|George Brent|Margaret Lindsay,USA,NULL,NULL,NULL,"Mar 10, 1938 (USA - Unknown)",NULL
JFK,R,Thriller,8,189 min.,Oliver Stone,NULL,Kevin Costner|Sissy Spacek|Joe Pesci|Tommy Lee Jones,USA,NULL,NULL,NULL,"Dec 20, 1991 (USA)",Alcor Films|Canal Plus|Ixtlan Corporation|Regency Enterprises|Warner Brothers
Jimmy's Hall,PG13,Drama,8,109 min.,Ken Loach,NULL,Barry Ward|Francis Magee|Aileen Henry|Simone Kirby,France|Ireland|UK,NULL,NULL,NULL,"Jul 1, 2015 (USA - Limited)",Element Pictures|Sixteen Films|Why Not Productions
Jim Thorpe - All American,NULL,Drama,8,105 min.,Michael Curtiz,NULL,Burt Lancaster|Charles Bickford|Steve Cochran|Phyllis Thaxter,USA,NULL,NULL,NULL,"Aug 24, 1951 (USA - Unknown)",Warner Brothers
Joan of Paris,NULL,Drama|War,8,91 min.,Robert Stevenson,NULL,MichÃƒÂ¨le Morgan|Paul Henreid|Thomas Mitchell|Laird Cregar,USA,NULL,NULL,NULL,"Feb 20, 1942 (USA - Unknown)",Franco London Films|RKO Pictures
Joe,R,Drama,8,107 min.,John G. Avildsen,NULL,Dennis Patrick|Peter Boyle|Susan Sarandon|Patrick McDermott,USA,NULL,NULL,NULL,"Jul 15, 1970 (USA - Unknown)",Cannon Group|Cannon Releasing
Johnny Belinda,NR,Drama,9,105 min.,Jean Negulesco,NULL,Jane Wyman|Lew Ayres|Charles Bickford|Agnes Moorehead,USA,NULL,NULL,NULL,"Sep 14, 1948 (USA - Unknown)",Warner Brothers
Johnny Got His Gun,NULL,War,7,100 min.,Dalton Trumbo,NULL,Craig Bovia|Peter Brocco|Judy Howard Chaikin|Eric Christmas,USA,NULL,NULL,NULL,NULL,Cinemation
Johnny We Hardly Knew Ye,NULL,Drama,8,90 min.,Gilbert Cates,NULL,Tom Berenger|Kevin Conway|Brian Dennehy|Kenneth McMillan,USA,NULL,NULL,NULL,NULL,Jamel Productions|Talent Associates
John Wick: Chapter 2,R,Action,8,122 min.,Chad Stahelski,NULL,Keanu Reeves|Common|Laurence Fishburne|Riccardo Scamarcio,USA,NULL,NULL,NULL,"Feb 10, 2017 (USA)",87eleven Productions|Thunder Road Pictures
Joshua,R,Thriller,7,105 min.,George Ratliff,NULL,Sam Rockwell|Vera Farmiga|Celia Weston|Dallas Roberts,USA,NULL,NULL,NULL,"Jul 6, 2007 (USA - Limited)",ATO Pictures|Twentieth Century Fox
Journey for Margaret,NULL,Drama|War,6,81 min.,W.S. Van Dyke,NULL,Margaret O'Brien|Laraine Day|Robert Young|Fay Bainter,USA,NULL,NULL,NULL,"Dec 17, 1942 (USA - Unknown)",MGM
Journey's End,NULL,Drama|War,8,130 min.,James Whale,NULL,Colin Clive|David Manners|Ian MacLaren|Anthony Bushell,UK|USA,NULL,NULL,NULL,NULL,Tiffany
Joy Ride,R,Thriller,7,96 min.,John Dahl,NULL,Steve Zahn|Paul Walker|Leelee Sobieski|Jessica Bowman,USA,NULL,NULL,NULL,"Oct 5, 2001 (USA)",NULL
J.S.A. - Joint Security Area,NULL,Drama|War,7,107 min.,Park Chan-wook,NULL,Song Kang-ho|Shin Ha-kyun|Lee Yeong-ae|Lee Byung-hun,South Korea,NULL,NULL,NULL,NULL,CJ Entertainment|intz.com|KTB Network|Myung Film
Judex,NULL,Crime,8,103 min.,Georges Franju,NULL,Channing Pollock|Francine BergÃƒÂ©|Edith Scob|Michel Vitold,France|Italy,NULL,NULL,NULL,NULL,CFFP
Judge Priest,NULL,Drama,8,80 min.,John Ford,NULL,Will Rogers|Tom Brown|Anita Louise|Henry B. Walthall,USA,NULL,NULL,NULL,"Sep 28, 1934 (USA - Unknown)",20th Century Fox
Judgment at Nuremberg,NR,Drama,10,186 min.,Stanley Kramer,NULL,Spencer Tracy|Burt Lancaster|Richard Widmark|Marlene Dietrich,USA,NULL,NULL,NULL,"Dec 19, 1961 (USA)",Stanley Kramer Productions|United Artists
Ju Dou,PG13,Drama,9,98 min.,Zhang Yimou,NULL,Gong Li|Li Baotian|Li Wei,China|Japan,NULL,NULL,NULL,"Mar 6, 1991 (USA)",China Film|China Film Export & Import Corporation|Tokuma Communications|Tokuma Shoten
Jules and Jim,NULL,Drama|Romance,10,104 min.,FranÃƒÂ§ois Truffaut,NULL,Jeanne Moreau|Oskar Werner|Henri Serre|Marie Dubois,France,NULL,NULL,NULL,NULL,Films du Carrosse|SÃƒÂ©dif Productions
Julia,PG,Drama,8,116 min.,Fred Zinnemann,NULL,"Jane Fonda|Vanessa Redgrave|Jason Robards, Jr.|Maximilian Schell",USA,NULL,NULL,NULL,"Oct 2, 1977 (USA - Unknown)",20th Century Fox
Jurassic World,PG13,Action|Science Fiction|Thriller,9,124 min.,Colin Trevorrow,NULL,Chris Pratt|Bryce Dallas Howard|Vincent D'Onofrio|Ty Simpkins,USA,NULL,NULL,NULL,"Jun 12, 2015 (USA)",NULL
Just Another Love Story,NR,Thriller,7,104 min.,Ole Bornedal,NULL,Anders W. Berthelsen|Rebecka Hemse|Nikolaj Lie Kaas|Charlotte Fich,Denmark,NULL,NULL,NULL,"Jan 9, 2009 (USA - Limited)",Danske Filminstitut|DR - Danmarks Radio|FilmFyn|Nordisk Film-och TV Fond|SVT-Sveriges Television|Thura Fiction K/S
