Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Haywire,R,Spy Film|Thriller,7,93 min.,Steven Soderbergh,NULL,Gina Carano|Michael Douglas|Michael Fassbender|Ewan McGregor,Ireland|USA,NULL,NULL,NULL,"Jan 20, 2012 (USA)",Relativity Media|The Irish Film Board
Headhunters,R,Thriller,8,101 min.,Morten Tyldum,NULL,Aksel Hennie|Nikolaj Coster-Waldau|Eivind Sander|Julie ÃƒÂ˜lgaard,Norway,NULL,NULL,NULL,"Apr 27, 2012 (USA - Limited)",NULL
Heading South,NULL,Drama,8,107 min.,Laurent Cantet,NULL,Charlotte Rampling|Karen Young|Louise Portal|Lys Ambroise,Canada|France,NULL,NULL,NULL,"Jul 7, 2006 (USA - Limited)",A Haute et Court|Centre National de la CinÃƒÂ©matographie|France 3 CinÃƒÂ©ma|Les Films SÃƒÂ©ville|MinistÃƒÂ¨re D|StudioCanal|TPS Star
Head-On,NR,Drama,8,122 min.,Fatih Akin,NULL,Sibel Kekilli|Catrin Striebeck|Meltem Cumbul|Cem Akin,Germany|Turkey,NULL,NULL,NULL,"Jan 21, 2005 (USA - Limited)",CorazÃƒÂ_n International|Wueste
Heal the Living,NR,Drama,8,104 min.,Katell Quillevere,NULL,Tahar Rahim|Emmanuelle Seigner|Anne Dorval|Bouli Lanners,Belgium|France,NULL,NULL,NULL,"Apr 14, 2017 (USA - Limited)",Ezekiel Film Production|Frakas Prods|Mars Films
Heartbeat Detector,NR,Thriller,8,140 min.,Nicolas Klotz,NULL,Mathieu Amalric|Jean-Pierre Kalfon|Lou Castel|Laetitia Spigarelli,France,NULL,NULL,NULL,"Mar 14, 2008 (USA - Limited)",Sophie Dulac Productions
Heartland,PG,Drama,8,95 min.,Richard Pearce,NULL,Conchata Ferrell|Rip Torn|Lilia Skala|Barry Primus,USA,NULL,NULL,NULL,"Sep 22, 1979 (USA - Unknown)",Filmhaus|Levitt-Pickman Film Corporation|Wilderness Women's Productions
Heart of Glass,NULL,Avant-garde / Experimental|Drama,8,93 min.,Werner Herzog,NULL,Clemens Scheitz|Sonja Skiba|Josef Bierbichler|Volker Prechtel,West Germany,NULL,NULL,NULL,"Dec 17, 1976 (USA - Unknown)",Cine-International|Werner Herzog Filmproduktion
Hearts of the World,NULL,Drama|War,7,152 min.,D.W. Griffith,NULL,Lillian Gish|Robert Harron|Dorothy Gish|George Fawcett,USA,NULL,NULL,NULL,NULL,Artcraft|D. W. Griffith Inc.
Heartsounds,NULL,Drama,8,135 min.,Glenn Jordan,NULL,Mary Tyler Moore|James Garner|Sam Wanamaker|Wendy Crewson,USA,NULL,NULL,NULL,"Jul 25, 1984 (USA - Unknown)",Embassy TV
Heat,R,Thriller|Action,8,170 min.,Michael Mann,NULL,Al Pacino|Robert De Niro|Val Kilmer|Jon Voight,USA,NULL,NULL,NULL,"Dec 15, 1995 (USA)",Warner Brothers
Heavenly Creatures,R,Drama,9,99 min.,Peter Jackson,NULL,Melanie Lynskey|Kate Winslet|Sarah Peirse|Diana Kent,New Zealand,NULL,NULL,NULL,"Nov 16, 1994 (USA - Limited)",Fontana Films|Miramax|New Zealand Film Commission|WingNut Films
Heimkehr,NULL,Drama,8,74 min.,Joe May,NULL,Dita Parlo|Lisa de Leeuw|Lars Hanson|Theodor Loos,Germany,NULL,NULL,NULL,NULL,Deutsche Universum Film AG
Hell Below,NULL,Action|Adventure|Drama|War,6,105 min.,Jack Conway,NULL,Robert Montgomery|Walter Huston|Madge Evans|Jimmy Durante,USA,NULL,NULL,NULL,"Jun 9, 1933 (USA - Unknown)",MGM
Hellboy II: The Golden Army,PG13,Action|Fantasy,8,120 min.,Guillermo del Toro,NULL,Ron Perlman|Selma Blair|Doug Jones|Luke Goss,USA,NULL,NULL,NULL,"Jul 11, 2008 (USA)",Universal Pictures
Hell in the Pacific,G,War,6,103 min.,John Boorman,NULL,Lee Marvin|Toshiro Mifune,USA,NULL,NULL,NULL,"Dec 18, 1968 (USA - Unknown)",Cinerama
Hell Is for Heroes,NULL,War,6,90 min.,Don Siegel,NULL,Steve McQueen|Bobby Darin|Fess Parker|Nick Adams,USA,NULL,NULL,NULL,NULL,Universal
Hell or High Water,R,Action|Crime|Drama,9,102 min.,David Mackenzie,NULL,Dale Dickey|Ben Foster|Chris Pine|William Sterchi,USA,NULL,NULL,NULL,"Aug 12, 2016 (USA - Limited), Aug 19, 2016 (USA - Expanding)",Film 44|Sidney Kimmel Entertainment
Hell's Angels on Wheels,NULL,Action|Adventure,8,95 min.,Richard Rush,NULL,Jack Nicholson|Adam Roarke|Sabrina Scharf|Jana Taylor,USA,NULL,NULL,NULL,"Dec 1, 1967 (USA - Unknown)",American International Pictures|Fanfare Film Productions
Hell's Angels,PG,War,6,135 min.,Howard R. Hughes|Marshall Neilan|Luther Reed,NULL,Ben Lyon|Jean Harlow|John Darrow|Lucien Prival,USA,NULL,NULL,NULL,NULL,Caddo
Hell's Heroes,NULL,Drama|Western,8,65 min.,William Wyler,NULL,Charles Bickford|Fred Kohler|Fritzi Ridgeway|Maria Alba,USA,NULL,NULL,NULL,"Jan 5, 1930 (USA - Unknown)",UN|Universal
Helpless,NULL,Crime,8,NULL,Shinji Aoyama,NULL,Tadanobu Asano,Japan,NULL,NULL,NULL,NULL,NULL
Helter Skelter,NULL,Drama,10,194 min.,Tom Gries,NULL,George DiCenzo|Steve Railsback|Nancy Wolfe|Marilyn Burns,USA,NULL,NULL,NULL,NULL,Lorimar Productions
"Henry IV, Part II",NULL,Drama|Historical Film,8,151 min.,NULL,NULL,Jon Finch|Anthony Quayle,UK|USA,NULL,NULL,NULL,NULL,NULL
"Henry IV, Part I",NULL,Drama|Historical Film,8,147 min.,NULL,NULL,Jon Finch|Anthony Quayle,UK|USA,NULL,NULL,NULL,NULL,NULL
Henry: Portrait of a Serial Killer,NC17,Thriller,8,82 min.,John McNaughton,NULL,Michael Rooker|Tom Towles|Tracy Arnold|David Katz,USA,NULL,NULL,NULL,"Jan 5, 1990 (USA - Limited)",Greycat Films|Maljack Productions
Herr Arnes Pengar,NULL,Drama,8,99 min.,Mauritz Stiller,NULL,Mary Johnson|Richard Lund|Wanda Rothgardt|Stina Berg,Sweden,NULL,NULL,NULL,NULL,NULL
Her,R,Drama|Science Fiction,9,126 min.,Spike Jonze,NULL,Joaquin Phoenix|Amy Adams|Scarlett Johansson|Rooney Mara,USA,NULL,NULL,NULL,"Oct 13, 2013 (USA - Unknown), Dec 18, 2013 (USA - Limited), Jan 10, 2014 (USA)",Annapurna Pictures
Her Sister's Secret,NULL,Drama|Romance|War,6,86 min.,Edgar G. Ulmer,NULL,Nancy Coleman|Margaret Lindsay|Phillip Reed|Felix Bressart,USA,NULL,NULL,NULL,"Sep 23, 1946 (USA - Unknown)",Producers Releasing Corporation
Hesher,R,Drama,8,105 min.,Spencer Susser,NULL,Joseph Gordon-Levitt|Natalie Portman|Rainn Wilson|Devin Brochu,USA,NULL,NULL,NULL,"May 13, 2011 (USA - Limited)",American Work Inc.|Catchplay|Corner Store Entertainment|Dreamagine Entertainment|DRO Entertainment|Handsomecharlie Films|NECA Films|The Last Picture Company
Hester Street,PG,Drama|Romance,8,90 min.,Joan Micklin Silver,NULL,Steven Keats|Carol Kane|Mel Howard|Dorrie Kavanaugh,USA,NULL,NULL,NULL,NULL,Midwest Films
Het Meisje Met Het Rode Haar,PG,Drama|War,6,116 min.,Ben Verbong,NULL,RenÃƒÂ©e Soutendijk|Peter Tuinman|Loes Luca|Johan Leysen,Netherlands,NULL,NULL,NULL,NULL,Meteor Film Productions|Movies Film Productions
Hets,NULL,Drama,8,90 min.,Alf SjÃƒÂ¶berg,NULL,Stig JÃƒÂ_rrel|Alf Kjellin|Mai Zetterling|Olof Winnerstrand,Sweden,NULL,NULL,NULL,NULL,Swedish Film Production
Heunggong Chaichou,NULL,Drama,8,108 min.,Fruit Chan,NULL,Sam Lee,Hong Kong,NULL,NULL,NULL,NULL,Nicetop Independent|Shu Kei's Creative Workshop|Teamwork Productions
He Walked by Night,NULL,Thriller,8,80 min.,Alfred L. Werker,NULL,Richard Basehart|Scott Brady|Roy Roberts|Whit Bissell,USA,NULL,NULL,NULL,"Nov 24, 1948 (USA - Unknown)",Eagle-Lion
Hidden Agenda,R,Thriller,8,108 min.,Ken Loach,NULL,Frances McDormand|Brian Cox|Brad Dourif|Mai Zetterling,UK,NULL,NULL,NULL,"Nov 21, 1990 (USA)",Hemdale
Hidden Figures,PG,Drama,8,127 min.,Theodore Melfi,NULL,Taraji P. Henson|Janelle Monae|Jim Parsons|Kirsten Dunst,USA,NULL,NULL,NULL,"Dec 25, 2016 (USA - Limited), Jan 6, 2017 (USA - Expanding)",Chernin Entertainment|Levantine Films
Hideg napok,NULL,Drama|War,8,102 min.,Andras Kovacs,NULL,Zoltan Latinovits|Ivan Darvas|Adam Szirtes|Tibor Szilagyi,Hungary,NULL,NULL,NULL,NULL,Mafilm
High and Low,NULL,Drama,8,143 min.,Akira Kurosawa,NULL,Toshiro Mifune|Kyoko Kagawa|Tatsuya Nakadai|Yutaka Sada,Japan,NULL,NULL,NULL,"Mar 1, 1963 (USA - Unknown)",Akira Kurosawa|Toho
High Sierra,NR,Crime,8,96 min.,Raoul Walsh,NULL,Humphrey Bogart|Ida Lupino|Arthur Kennedy|Joan Leslie,USA,NULL,NULL,NULL,"Jan 21, 1941 (USA - Unknown)",Warner Brothers
Hiroshima Mon Amour,NULL,Drama,9,90 min.,Alain Resnais,NULL,Emmanuelle Riva|Eiji Okada|Stella Dassas|Bernard Fresson,France|Japan,NULL,NULL,NULL,"Oct 17, 2014 (USA - Rerelease)",Argos|Daiei|PathÃƒÂ© Films
Hiroshima: Out of the Ashes,NULL,Drama|Historical Film|War,8,98 min.,Peter Werner,NULL,Sab Shimono|Max von Sydow|Judd Nelson|Tamlyn Tomita,USA,NULL,NULL,NULL,NULL,Robert Greenwald Productions
Hiroshima,PG,Drama|Historical Film,8,186 min.,Koreyoshi Kurahara|Roger Spottiswoode,NULL,Wesley Addy|Richard Masur|Kenneth Welsh|David Gow,Canada|Japan,NULL,NULL,NULL,NULL,NULL
Historia de un Gran Amor,NULL,Drama,8,155 min.,NULL,NULL,Jorge Negrete|Gloria Marin|Julio Villareal|Sara Garcia,Mexico,NULL,NULL,NULL,NULL,Films Mundiales
Hitler's Madman,NULL,Drama|Historical Film|War,6,84 min.,Douglas Sirk,NULL,Patricia Morison|John Carradine|Alan Curtis|Howard Freeman,USA,NULL,NULL,NULL,"Aug 27, 1943 (USA - Unknown)",Producers Releasing Corporation
Hitler's SS: Portrait in Evil,NULL,Drama|Romance|War,6,150 min.,Jim Goddard,NULL,John Shea|Bill Nighy|Tony Randall|Lucy Gutteridge,UK|USA,NULL,NULL,NULL,NULL,Colasan Limited Productions|Edgar J. Scherick Associates
Hitori Musuko,NULL,Drama,8,87 min.,Yasujiro Ozu,NULL,Choko Iida|Chishu Ryu|Mitsuko Yoshikawa,Japan,NULL,NULL,NULL,NULL,NULL
"H.M. Pulham, Esq.",NULL,Drama|Romance,8,120 min.,King Vidor,NULL,Hedy Lamarr|Robert Young|Ruth Hussey|Charles Coburn,USA,NULL,NULL,NULL,"Dec 18, 1941 (USA - Unknown)",MGM
Hold Back the Dawn,NULL,Drama|Romance,8,115 min.,Mitchell Leisen,NULL,Charles Boyer|Olivia de Havilland|Paulette Goddard|Victor Francen,USA,NULL,NULL,NULL,"Sep 26, 1941 (USA - Unknown)",Paramount
"Hold On, Karlchen",NULL,Drama|War,6,NULL,NULL,NULL,Katja Pargla|Olaf Schmechel,USA,NULL,NULL,NULL,NULL,NULL
Home of the Brave,NULL,Drama,8,86 min.,Mark Robson,NULL,Frank Lovejoy|Lloyd Bridges|Douglas Dick|James Edwards,USA,NULL,NULL,NULL,"May 12, 1949 (USA - Unknown)",Screen Plays|United Artists
Homicide,R,Drama,8,100 min.,David Mamet,NULL,Joe Mantegna|William H. Macy|Natalia Nogulich|Ving Rhames,USA,NULL,NULL,NULL,"Oct 9, 1991 (USA)",Cinehaus|Triumph
Honeymoon,R,Thriller,7,87 min.,Leigh Janiak,NULL,Rose Leslie|Harry Treadaway,USA,NULL,NULL,NULL,"Sep 12, 2014 (USA - Limited)",Fewlas Entertainment
Honey,NULL,Drama,8,96 min.,Valeria Golino,NULL,Jasmine Trinca|Carlo Cecchi|Libero de Rienzo|Vinicio Marchioni,Italy,NULL,NULL,NULL,"Mar 7, 2014 (USA - Limited)",NULL
Hoosiers,PG,Drama,8,115 min.,David Anspaugh,NULL,Gene Hackman|Barbara Hershey|Dennis Hopper|Sheb Wooley,USA,NULL,NULL,NULL,"Nov 14, 1986 (USA)",Hemdale|Orion
Horror Hotel,NR,Horror|Thriller,8,78 min.,John Llewellyn Moxey,NULL,Ann Beach|Valentine Dyall|Fred Johnson|Dennis Lotis,UK|USA,NULL,NULL,NULL,"Sep 1, 1960 (USA - Unknown)",Trans-World Film
Hostages,NULL,Drama,8,90 min.,David Wheatley,NULL,Kathy Bates|Colin Firth|Natasha Richardson|Jay O. Sanders,UK|USA,NULL,NULL,NULL,NULL,HBO
Hotel Danubio,NULL,Thriller,7,93 min.,Antonio GimÃƒÂ©nez-Rico,NULL,Santiago Ramos|Mariola Fuentes|Maria Asquerino|Jose Sazatornil,Spain,NULL,NULL,NULL,NULL,Niockel Odeon Dos|PC 29|TVE|Via Digital
Hotel Reserve,NULL,Action|Mystery|Spy Film|War,6,79 min.,Lance Comfort|Mutz Greenbaum|W.Victor Hanbury,NULL,James Mason|Lucie Mannheim|Raymond Lovell|Julien Mitchell,UK,NULL,NULL,NULL,"Jun 1, 1944 (USA - Unknown)",Franco London Films|RKO Pictures
Hotel Rwanda,PG13,Drama,8,121 min.,Terry George,NULL,Don Cheadle|Sophie Okonedo|Joaquin Phoenix|Nick Nolte,Italy|South Africa|UK,NULL,NULL,NULL,"Dec 22, 2004 (USA - Limited)",Gauteng Film Office|Inside Track|Lions Gate Entertainment|Miracle Pictures|Seamus|United Artists
House of Flying Daggers,PG13,Action|Drama,8,119 min.,Zhang Yimou,NULL,Takeshi Kaneshiro|Zhang Ziyi|Song Dandan,China|Hong Kong,NULL,NULL,NULL,"Dec 3, 2004 (USA - Limited)",Beijing New Picture|Edko Films|Zhang Yimou Studio
House of Games,R,Thriller,9,102 min.,David Mamet,NULL,Lindsay Crouse|Joe Mantegna|Mike Nussbaum|Lilia Skala,USA,NULL,NULL,NULL,"Oct 14, 1987 (USA)",Filmhaus|Orion
House of Menace,NULL,Thriller,8,78 min.,George B. Seitz,NULL,Frank Albertson|Mary Carlisle|Dudley Digges|Doris Lloyd,USA,NULL,NULL,NULL,NULL,NULL
House of Pleasures,NR,Drama,8,125 min.,Bertrand Bonello,NULL,Noemie Lvovsky|Hafsia Herzi|Celine Sallette|Jasmine Trinca,France,NULL,NULL,NULL,"Nov 25, 2011 (USA - Limited)",ARTE France|Arte France Cinema|Canal+|Centre National de la Cinematographie et de L'image AnimÃƒÂ©e|CinÃƒÂ©cinÃƒÂ©ma|Les Films du Lendemain
Howards End,PG,Drama,10,142 min.,James Ivory,NULL,Anthony Hopkins|Emma Thompson|Vanessa Redgrave|Helena Bonham Carter,UK|USA,NULL,NULL,NULL,"Mar 13, 1992 (USA)",Film Four International|Merchant-Ivory Productions|Orion Classics
How Green Was My Valley,NULL,Drama,9,125 min.,John Ford,NULL,Walter Pidgeon|Maureen O'Hara|Donald Crisp|Roddy McDowall,USA,NULL,NULL,NULL,NULL,20th Century Fox
How I Ended This Summer,NULL,Drama,8,124 min.,Alexei Popogrebsky|Mirko Rucnov,NULL,Grigoriy Dobrygin|Sergei Puskepalis,Russia,NULL,NULL,NULL,"Mar 18, 2011 (USA - Limited)",NULL
How Tasty Was My Little Frenchman,NULL,Drama|Historical Film,9,82 min.,Nelson Pereira dos Santos,NULL,Ana Maria Magalhaes|Ital Natur,Brazil,NULL,NULL,NULL,NULL,NULL
Hoyat Gwan Tsoi Loi,NULL,Drama,8,126 min.,Tony Au,NULL,Anita Mui|Tony Leung Kar-Fai|Carrie Ng|Tsui Siu Keung,Hong Kong,NULL,NULL,NULL,NULL,Golden Harvest
Hud,NULL,Drama,10,112 min.,Martin Ritt,NULL,Paul Newman|Melvyn Douglas|Patricia Neal|Brandon de Wilde,USA,NULL,NULL,NULL,NULL,Paramount
"Human Condition, Part 1: No Greater Love",NULL,Drama|War,8,208 min.,Masaki Kobayashi,NULL,Tatsuya Nakadai|Michiyo Aratama|Chikage Awashima|So Yamamura,Japan,NULL,NULL,NULL,NULL,Shochiku
"Human Condition, Part 2: The Road to Eternity",NULL,Drama|War,8,180 min.,Masaki Kobayashi,NULL,Tatsuya Nakadai|Michiyo Aratama|Keiji Sada|Jun Tatara,Japan|USA,NULL,NULL,NULL,NULL,Shochiku
"Human Condition, Part 3: A Soldier's Prayer",NULL,Drama|War,8,190 min.,Masaki Kobayashi,NULL,Tatsuya Nakadai|Michiyo Aratama|Taketoshi Naito|Keijiro Morozumi,Japan,NULL,NULL,NULL,NULL,Shochiku
Humoresque,NULL,Drama,8,123 min.,Jean Negulesco,NULL,Joan Crawford|John Abbott|John Garfield|Oscar Levant,USA,NULL,NULL,NULL,"Dec 25, 1946 (USA - Unknown)",Warner Brothers
Hunger,NR,Drama,9,92 min.,Steve McQueen,NULL,Brian Milligan|Liam McMahon|Michael Fassbender|Liam Cunningham,Ireland|UK,NULL,NULL,NULL,"Mar 20, 2009 (USA - Limited)",Blast! Films
Hunting Humans,R,Horror|Thriller,7,90 min.,Kevin Kangas,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Marauder Productions
Hush-A-Bye-Baby,NULL,Drama,8,72 min.,NULL,NULL,Emer McCourt|Seamus Ball,UK,NULL,NULL,NULL,NULL,British Screen|Channel 4|Derry Film and Video Workshop
"Hush ... Hush, Sweet Charlotte",NULL,Thriller|Mystery,7,150 min.,Robert Aldrich,NULL,Bette Davis|Olivia de Havilland|Joseph Cotten|Agnes Moorehead,USA,NULL,NULL,NULL,"Dec 15, 1964 (USA - Unknown)",20th Century Fox
Hush,NULL,Thriller,7,87 min.,Mike Flanagan,NULL,"Kate Siegel|John Gallagher, Jr.|Michael Trucco",USA,NULL,NULL,NULL,NULL,Blumhouse Productions
Hyenas,NULL,Drama,8,110 min.,Djibril Diop Mambety,NULL,Djibril Diop Mambety|Ba Oumar,France|Senegal|Switzerland,NULL,NULL,NULL,NULL,ADR Productions|Channel 4|Filmcompany|George Reinhardt Productions|Maag Daan|Television Suisse|Thelma Film
I Am a Fugitive From a Chain Gang,NULL,Drama,10,93 min.,Mervyn LeRoy,NULL,Paul Muni|Glenda Farrell|Helen Vinson|Noel Francis,USA,NULL,NULL,NULL,"Nov 10, 1932 (USA - Unknown)",Warner Brothers
I Am Cuba,NULL,Avant-garde / Experimental|Drama,8,140 min.,Mikhail Kalatozov,NULL,Sergio Corrieri|Salvador Wood|Jose Gallardo|Jean Bouise,Cuba|USSR,NULL,NULL,NULL,NULL,Instituto Cubano de Arte e Industria CinematogrÃƒÂ¡ficos|Mosfilm Studios
I Am Love,R,Drama,9,120 min.,Luca Guadagnino,NULL,Tilda Swinton|Flavio Parenti|Edoardo Gabbriellini|Alba Rohrwacher,Italy,NULL,NULL,NULL,"Jun 18, 2010 (USA - Limited)",First Sun|Mikado
I Am the Pretty Thing That Lives in the House,NULL,Thriller,7,87 min.,Oz Perkins,NULL,Ruth Wilson|Paula Prentiss|Bob Balaban|Lucy Boynton,Canada|USA,NULL,NULL,NULL,"Oct 28, 2016 (USA - Limited)",Go Insane Films|Paris Film|Zed Filmworks
Ice Station Zebra,G,Action|Spy Film,8,148 min.,John Sturges,NULL,Rock Hudson|Ernest Borgnine|Patrick McGoohan|Jim Brown,USA,NULL,NULL,NULL,NULL,Filmways Pictures|MGM
Ich War 19,NULL,War,6,110 min.,Konrad Wolf,NULL,Jaecki Schwarz|Vasily Livanov|Galina Polskikh|Jenny GrÃƒÂ¶llmann,East Germany,NULL,NULL,NULL,NULL,Babelsberg|DEFA
Iconostasis,NULL,Drama,8,98 min.,Christo Christov,NULL,NULL,Bulgaria,NULL,NULL,NULL,NULL,Bulgarian Films
"I, Daniel Blake",R,Drama,8,100 min.,Ken Loach,NULL,Kate Rutter,Belgium|France|UK,NULL,NULL,NULL,"Dec 23, 2016 (USA - Limited)",BBC|Sixteen Films|Why Not Productions|Wild Bunch
Ida,PG13,Drama,9,80 min.,Pawel Pawlikowski,NULL,Agata Kulesza|Agata Trzebuchowska|Joanna Kulig|Dawid Ogrodnik,Poland,NULL,NULL,NULL,"May 2, 2014 (USA - Limited)",Canal+ Polska|City of Lodz|Danish Film Institute|Eurimages|Opus Film|Phoenix Film Investments|Phoenix Film Poland|Polski Instytut Sztuki Filmowej|Portobello Pictures
I Deal in Danger,NULL,Action|Adventure|Spy Film|War,6,89 min.,Walter E. Grauman,NULL,Robert Goulet|Christine CarÃƒÂ¨re|Horst Frank|Donald Harron,USA,NULL,NULL,NULL,NULL,20th Century Fox|Rojo Productions
If...,R,Drama,9,111 min.,Lindsay Anderson,NULL,Malcolm McDowell|David Wood|Richard Warwick|Christine Noonan,UK,NULL,NULL,NULL,"May 8, 1969 (USA - Limited)",Memorial Enterprises|Paramount
Ike,NULL,Drama|Romance,8,291 min.,Boris Sagal|Melville Shavelson,NULL,Robert Duvall|Lee Remick|Steve Roberts|Dana Andrews,USA,NULL,NULL,NULL,NULL,ABC Circle
Ikiru,NULL,Drama,10,143 min.,Akira Kurosawa,NULL,Takashi Shimura|Nobuo Kaneko|Kyoko Seki|Miki Odagiri,Japan,NULL,NULL,NULL,NULL,Toho
I Know Where I'm Going!,NULL,Drama|Romance,9,91 min.,Michael Powell|Emeric Pressburger,NULL,Wendy Hiller|Roger Livesey|Pamela Brown|George Carney,UK,NULL,NULL,NULL,NULL,Archers|J. Arthur Rank Productions|Universal
Il Divo,NR,Drama,8,117 min.,Paolo Sorrentino,NULL,Toni Servillo|Anna Bonaiuto|Giulio Bosetti|Flavio Bucci,France|Italy,NULL,NULL,NULL,"Apr 24, 2009 (USA - Limited)",Arte France Cinema|Babe Films|Indigo Film|Lucky Red|Parco Film|Studio Canal
Il futuro,NULL,Drama,8,95 min.,Alicia Scherson,NULL,Manuela Martelli|Rutger Hauer|Nicolas Vaporidis|Alessandro Giallocosta,Chile|Germany|Italy|Spain,NULL,NULL,NULL,"Sep 6, 2013 (USA - Limited)",Jirafa Films|La Ventura|Movimento Film|Pandora Film
Il Generale Della Rovere,NULL,Drama,8,160 min.,Roberto Rossellini,NULL,Vittorio De Sica|Hannes Messemer|Giovanna Ralli|Sandra Milo,France|Italy,NULL,NULL,NULL,NULL,Gaumont|Zebra Films
Il Grido,NULL,Drama,8,115 min.,Michelangelo Antonioni,NULL,Steve Cochran|Alida Valli|Dorian Gray|Betsy Blair,Italy,NULL,NULL,NULL,NULL,Cei-Incom|Robert Alexander Productions|SPA Cinematografica
I'll Be Home for Christmas,NULL,Drama|War,6,100 min.,Marvin J. Chomsky,NULL,Courteney Cox|Peter Gallagher|Hal Holbrook|David Moscow,USA,NULL,NULL,NULL,"Dec 12, 1988 (USA - Unknown)",NBC
I'll Be Seeing You,NR,Drama|Romance,8,85 min.,William Dieterle,NULL,Ginger Rogers|Joseph Cotten|Shirley Temple|Spring Byington,USA,NULL,NULL,NULL,"Dec 1, 1944 (USA - Unknown)",Vanguard
I'll Cry Tomorrow,NR,Drama,8,119 min.,Daniel Mann,NULL,Susan Hayward|Richard Conte|Eddie Albert|Jo Van Fleet,USA,NULL,NULL,NULL,"Dec 25, 1955 (USA - Unknown)",MGM
I'll Sleep When I'm Dead,R,Crime,7,84 min.,Mike Hodges,NULL,Clive Owen|Charlotte Rampling|Jonathan Rhys-Meyers|Malcolm McDowell,UK|USA,NULL,NULL,NULL,"Jun 16, 2004 (USA - Limited)",Paramount Classics|Revere Pictures|Seven Arts|Will & Co. Prods.
Il Messia,NULL,Drama,8,140 min.,Roberto Rossellini,NULL,Carlos de Carvalho|Toni Ucci|Flora Carabella|Jean Martin,France|Italy,NULL,NULL,NULL,NULL,Orizzonte 2000
Ilo Ilo,NR,Drama,9,99 min.,Anthony Chen,NULL,Koh Jia Ler|Angeli Bayani|Yeo Yann Yann|Peter Wee,Singapore,NULL,NULL,NULL,"Apr 4, 2014 (USA - Limited)",Fisheye Pictures
Il Postino,PG,Drama,8,116 min.,Michael Radford,NULL,Massimo Troisi|Philippe Noiret|Maria Grazia Cucinotta|Linda Moretti,Belgium|France|Italy,NULL,NULL,NULL,NULL,Blue Dahlia Productions|Esterno Mediterraneo|K2T|Penta Film
Il Quartetto Basileus,NULL,Drama,8,128 min.,Fabio Carpi,NULL,HÃƒÂ©ctor Alterio|Omero Antonutti|Michel Vitold|Pierre Malet,France|Italy,NULL,NULL,NULL,NULL,RAI|SACIS
Il Sole sorge ancora,NULL,Action|Drama|War,6,89 min.,Aldo Vergano,NULL,Lea Padovani|Elli Parvo|Vittorio Duse|Egisto Olivieri,Italy,NULL,NULL,NULL,NULL,Crest Films|Ente Nazionale Industrie Cinematografiche
Iluminacja,NULL,Avant-garde / Experimental|Drama,8,91 min.,Krzysztof Zanussi,NULL,Malgorzata Pritulak|Edward Zebrowski|Jacek Petrycki|Michal Tarkowski,Poland,NULL,NULL,NULL,NULL,Film Polski|Studio Filmowe (d. ZespÃƒÂ_l Filmowy) Tor|WytwÃƒÂ_rnia FilmÃƒÂ_w Dokumentalnych (Warsaw)
I Met a Murderer,NULL,Crime,8,79 min.,Roy Kellino,NULL,James Mason|Sylvia Coleridge|William Devlin|Peter Coke,UK,NULL,NULL,NULL,NULL,Gamma Films|Grand National
Imitation of Life,NULL,Drama,8,124 min.,Douglas Sirk,NULL,Lana Turner|John Gavin|Juanita Moore|Sandra Dee,USA,NULL,NULL,NULL,"Apr 30, 1959 (USA - Unknown)",Ross Hunter Productions|Universal
I'm Not Scared,R,Thriller,8,110 min.,Gabriele Salvatores,NULL,Aitana Sanchez-Gijon|Dino Abbrescia|Giuseppe Cristiano|Diego Abatantuono,Italy|Spain|UK,NULL,NULL,NULL,"Apr 9, 2003 (USA - Limited)",Alquimia Cinema|Cattleya|Colorado Film|Medusa Film|Producers Films
I'm Not There,R,Drama,8,135 min.,Todd Haynes,NULL,Christian Bale|Cate Blanchett|Marcus Carl Franklin|Richard Gere,Germany|USA,NULL,NULL,NULL,"Nov 21, 2007 (USA - Limited)",Appian Way|Endgame Entertainment|Killer Films|VIP Medienfonds 4
Imperium,R,Crime|Thriller,7,108 min.,Daniel Ragussis,NULL,Daniel Radcliffe|Toni Collette|Tracy Letts|Seth Numrich,USA,NULL,NULL,NULL,"Aug 19, 2016 (USA - Limited)",Atomic Features|Tycor International Film Company
In a Glass Cage,NULL,Thriller,7,110 min.,AgustÃƒÂ_n Villaronga,NULL,GÃƒÂ_nter Meisner|David Sust|Marisa Paredes|Gisela Echevarria,Spain,NULL,NULL,NULL,NULL,TEM Productores Asociados
In a Lonely Place,NR,Drama,9,93 min.,Nicholas Ray,NULL,Humphrey Bogart|Gloria Grahame|Frank Lovejoy|Carl Benton Reid,USA,NULL,NULL,NULL,"May 17, 1950 (USA)",Columbia Pictures
In a Year With 13 Moons,NULL,Drama,8,129 min.,Rainer Werner Fassbinder,NULL,Volker Spengler|Ingrid Caven|Gottfried John|Elisabeth Trissenaar,West Germany,NULL,NULL,NULL,"Nov 17, 1978 (USA - Unknown)",Filmverlag der Autoren|Rainer Werner Fassbinder Foundation|Tango Films
