Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Injustice: Gods Among Us,NULL,Action|Adventure|Drama,8.3,NULL,Dominic Cianciolo,Brian Chard|Dominic Cianciolo,Stephen Amell|Troy Baker|Adam Baldwin,USA,English,NULL,NULL,16 April 2013 (USA),DC Entertainment|NetherRealm Studios
Hataraku Maou-sama!,TV-14,Animation|Action|Comedy,7.8,NULL,NULL,NULL,RyÌ«ta ÌÓsaka|YÌ«ko Hikasa|Nao TÌ«yama,Japan,Japanese,NULL,NULL,April 2013 (Japan),White Fox
5 Days of War,R,Action|Drama|War,5.6,1h 53min,Renny Harlin,Mikko Alanne|David Battle,Rupert Friend|Emmanuelle Chriqui|Richard Coyle,Georgia|Georgia,English,"$20,000,000 ",NULL,6 June 2011 (Georgia),Rex Media|Georgia International Films|Midnight Sun Pictures
Vaastav: The Reality,NULL,Action|Crime|Drama,8,2h 25min,Mahesh Manjrekar,Imtiaz Hussain|Mahesh Manjrekar,Sanjay Dutt|Namrata Shirodkar|Mohnish Bahl,India,Hindi,NULL,NULL,7 October 1999 (India),Adishakti Films
Girl Vs. Monster,TV-PG,Action|Adventure|Comedy,5.7,1h 29min,Stuart Gillard,Annie DeYoung|Annie DeYoung,Olivia Holt|Kerris Dorsey|Brendan Meyer,USA|USA,English,NULL,NULL,12 October 2012 (USA),Bad Angels Productions|Disney Channel|Just Singer Entertainment
Delta Force 2: The Colombian Connection,R,Action|Adventure|Crime,4.7,1h 51min,Aaron Norris,James Bruner|Menahem Golan,Chuck Norris|John P. Ryan|Billy Drago,USA,English|Spanish,NULL,NULL,24 August 1990 (USA),Cannon Films|Cannon Pictures|Golan-Globus Productions
Deadshot,NULL,Action|Adventure|Comedy,NULL,NULL,NULL,David Vern Reed|Lew Schwartz,NULL,USA,English,NULL,NULL,NULL,Atlas Entertainment|DC Comics|DC Entertainment
Mysticons,TV-Y7,Animation|Action|Adventure,4.7,22min,NULL,NULL,Alyson Court|Nicki Burke|Ana Sani,Canada,English,NULL,NULL,28 August 2017 (USA),"Corus Entertainment|Nelvana|Topps Company, The"
The Marksman,R,Action|Adventure|Thriller,4.1,1h 35min,Marcus Adams,Travis Spangler|Tyler Spangler,Wesley Snipes|William Hope|Emma Samms,USA,English,NULL,NULL,12 October 2005 (Argentina),Andrew Stevens Entertainment|Castel Film Romania
No Way Back,R,Action|Crime|Drama,5.2,1h 31min,Frank A. Cappello,Frank A. Cappello,Russell Crowe|Helen Slater|Etsushi Toyokawa,USA,English|Japanese,NULL,NULL,20 December 1996 (USA),Overseas FilmGroup|Ozla Productions|NEO Motion Pictures
Lake Placid 3,R,Action|Horror|Sci-Fi,3.3,1h 33min,Griff Furst,David Reed,Colin Ferguson|Yancy Butler|Kirsty Mitchell,USA,English,"$2,500,000 ",NULL,21 August 2010 (USA),Stage 6 Films|RCR Media Group|UFO Films
Knightriders,R,Action|Drama,6.4,2h 26min,George A. Romero,George A. Romero,Ed Harris|Gary Lahti|Tom Savini,USA,English,"$3,000,000 ",NULL,10 April 1981 (USA),Laurel|United Film
G.I. Joe,TV-Y7,Animation|Action|Adventure,7.8,30min,NULL,NULL,Jackson Beck|Christopher Collins|Michael Bell,USA|USA,English,NULL,NULL,16 September 1985 (USA),Sunbow Productions|Marvel Productions|Hasbro
Vehicle 19,R,Action|Adventure|Crime,4.9,1h 25min,Mukunda Michael Dewil,Mukunda Michael Dewil,Paul Walker|Naima McLean|Gys de Villiers,USA,English,"$10,000,000 ",NULL,7 February 2013 (Bahrain),"Safran Company, The|Forefront Media Group|Industrial Development Corporation of South Africa"
Double Take,PG-13,Action|Comedy|Crime,5.4,1h 28min,George Gallo,Graham Greene|Guy Elmes,Orlando Jones|Eddie Griffin|Gary Grubbs,USA,English|Spanish,"$24,000,000 ",NULL,12 January 2001 (USA),Kumbaya Productions Inc.|Permut Presentations|Rat Entertainment
Baywatch Nights,TV-PG,Action|Drama,3.9,1h,NULL,NULL,David Hasselhoff|Angie Harmon|Eddie Cibrian,USA,English,NULL,NULL,25 September 1995 (USA),"All American Television|Baywatch Nights Production Company, The|The Baywatch Company"
Telefon,PG,Action|Crime|Drama,6.6,1h 42min,Don Siegel,Peter Hyams|Stirling Silliphant,Charles Bronson|Lee Remick|Donald Pleasence,USA,English,"$7,000,000 ",NULL,16 December 1977 (USA),Metro-Goldwyn-Mayer (MGM)
The Sicilian,R,Action|Crime|Drama,5.3,1h 55min,Michael Cimino,Mario Puzo|Steve Shagan,Christopher Lambert|Terence Stamp|Joss Ackland,USA,English,"$9,000,000 ",NULL,23 October 1987 (USA),Gladden Entertainment
Absolution,R,Action|Adventure|Crime,4.5,1h 36min,Keoni Waxman,Richard Beattie|Keoni Waxman,Steven Seagal|Byron Mann|Howard Dell,Romania|Romania|Romania,English,"$14,000,000 ",NULL,15 May 2015 (USA),Daro Film Distribution|Actionhouse Pictures|Castel Film Romania
Ben Hur,NULL,Action|Adventure|Drama,6.4,3h,NULL,NULL,Joseph Morgan|Stephen Campbell Moore|Emily VanCamp,UK|UK|UK|UK|UK,English,NULL,NULL,4 April 2010 (Canada),Akkord Film Produktion GmbH|Drimtim Entertainment|FishCorb Films
Perrier's Bounty,R,Action|Comedy|Crime,6.4,1h 28min,Ian Fitzgibbon,Mark O'Rowe,Gabriel Byrne|Cillian Murphy|Michael McElhatton,Ireland|Ireland,English,NULL,NULL,26 March 2010 (Ireland),Parallel Film Productions|Number 9 Films|Irish Film Board
Revenge of the Ninja,R,Action|Crime|Drama,6.1,1h 30min,Sam Firstenberg,James R. Silke,ShÌ« Kosugi|Keith Vitali|Virgil Frye,USA,English,"$700,000 ",NULL,16 September 1983 (USA),Cannon Films
Alleycats,NULL,Action|Thriller,4.8,1h 41min,Ian BonhÌ«te,Max Kinnings|Simon Uttley,Sonoya Mizuno|Eleanor Tomlinson|John Hannah,UK,NULL,NULL,NULL,23 June 2016 (UK),Elephant Gun Films|Misfits Entertainment|thefyzz
Danger 5,NULL,Action|Adventure|Comedy,8.4,24min,NULL,NULL,David Ashby|Sean James Murphy|Natasa Ristic,Australia,English|English|Japanese|German|Russian,NULL,NULL,20 November 2011 (Australia),Dinosaur|Hedone Productions
KL Special Force,NULL,Action,7.6,1h 46min,Syafiq Yusof,Syafiq Yusof,Fattah Amin|Rosyam Nor|Syamsul Yusof,Malaysia,Malay,NULL,NULL,8 March 2018 (Malaysia),Damofa Productions Sdn. Bhd.|Viper Studios Sdn. Bhd.
Street Fighter II: The Animated Movie,PG-13,Animation|Action|Adventure,7.3,1h 42min,GisaburÌ« Sugii,Takashi Nishiyama|Hiroshi Matsumoto,KÌ«jiro Shimizu|Kenji Haga|Miki Fujitani,Japan,Japanese,NULL,NULL,16 January 1996 (USA),Capcom Entertainment|Group TAC (I)|Sony Music Entertainment
Batman: Mystery of the Batwoman,PG,Animation|Action|Crime,6.7,1h 15min,Curt Geda|Jennifer Graves,Bob Kane|Alan Burnett,Kevin Conroy|Kimberly Brooks|Kelly Ripa,USA,English,NULL,NULL,21 October 2003 (USA),Warner Bros. Animation|Warner Bros.
Paper Soldiers,R,Action|Comedy|Crime,5.6,1h 28min,David Daniel|Damon Dash,Brian Ash|Terrence Mosley,Kevin Hart|Beanie Sigel|Memphis Bleek,USA,English,NULL,NULL,June 2002 (USA),Roc-a-fella Films|Universal Pictures
Hunger,R,Action|Crime|Horror,5.3,1h 41min,Steven Hentges,L.D. Goffigan,Lori Heuring|Linden Ashby|Joe Egender,USA,English,"$625,000 ","$4,500,000,",15 May 2009 (USA),5 States|Global Empire Studios|Liberty Artists
88,NOT RATED,Action|Thriller,5.1,1h 28min,April Mullen,Tim Doiron|Tim Doiron,Katharine Isabelle|Christopher Lloyd|Tim Doiron,Canada,English,NULL,NULL,6 January 2015 (USA),WANGO Films
Extreme Prejudice,R,Action|Crime|Drama,6.6,1h 44min,Walter Hill,John Milius|Fred Rexer,Nick Nolte|Powers Boothe|Michael Ironside,USA,English|Spanish,"$22,000,000 ",NULL,24 April 1987 (USA),Carolco Entertainment|TriStar Pictures
Wolfenstein: The New Order,NULL,Action|Adventure|Drama,8.5,NULL,Jens Matthies,Jens Matthies|Tommy Tordsson,Brian Bloom|Alicja Bachleda|Gideon Emery,Sweden|Sweden,English|German|Polish|Yiddish,NULL,NULL,20 May 2014 (USA),MachineGames
Gam-si-ja-deul,NULL,Action|Crime|Thriller,7.2,1h 59min,Ui-seok Jo|Byung-seo Kim,Kin-Yee Au|Ui-seok Jo,Kyung-gu Sol|Woo-sung Jung|Hyo-ju Han,South Korea,Korean,NULL,NULL,3 July 2013 (South Korea),Zip Cinema
Saban's Ninja Turtles: The Next Mutation,TV-Y7,Action|Adventure|Comedy,4.5,20min,NULL,NULL,Jarred Blancard|Mitchell A. Lee Yuen|Dean Choe,Canada|Canada,English,NULL,NULL,12 September 1997 (USA),Mirage Studios|Toei Company|Fox Kids Network
Dhuruvangal Pathinaaru,NULL,Action|Crime|Mystery,8.6,1h 45min,Karthick Naren,Karthick Naren|Karthick Naren,Rahman|Prakash Raghavan|Sharath Kumar,India,Tamil,NULL,NULL,29 December 2016 (India),Knight Nostalgia Filmotainment
Amsal,NOT RATED,Action|Drama|Thriller,7.3,2h 20min,Dong-hoon Choi,Dong-hoon Choi|Ki-cheol Lee,Ji-hyun Jun|Jung-jae Lee|Jung-woo Ha,South Korea,Korean|English|Japanese|Cantonese|Mandarin|French|Korean Sign Language,NULL,"$96,119,086 ",7 August 2015 (USA),Caper Film
Buzz Lightyear of Star Command,TV-Y7,Animation|Action|Adventure,6.7,30min,NULL,NULL,Patrick Warburton|Stephen Furst|Nicole Sullivan,USA,English,NULL,NULL,2 October 2000 (USA),Disney Television Animation|Pixar Animation Studios|Walt Disney Television
Mesrine Part 2: Public Enemy #1,R,Action|Biography|Crime,7.5,2h 13min,Jean-FranÌ_ois Richet,Abdel Raouf Dafri|Abdel Raouf Dafri,Vincent Cassel|Ludivine Sagnier|Mathieu Amalric,France|France,French|English,"‰âÂ21,166,000",NULL,19 November 2008 (France),La Petite Reine|M6 Films|Remstar Productions
God Eater,TV-14,Animation|Action|Sci-Fi,7.2,24min,NULL,NULL,Tomohisa AsÌ«|Robbie Daymond|Crispin Freeman,Japan,Japanese,NULL,NULL,12 July 2015 (Japan),Ufotable
When Time Ran Out...,PG,Action|Adventure|Drama,4.4,2h 1min,James Goldstone,Gordon Thomas|Max Morgan Witts,Paul Newman|Jacqueline Bisset|William Holden,Canada|Canada,English,"$20,000,000 ",NULL,28 March 1980 (USA),International Cinema|Warner Bros.
Crazy Famous,NULL,Action|Comedy,5.6,1h 18min,Paul Jarrett,Bob Farkas|Bob Farkas,Gregory Lay|Richard Short|Victor Cruz,USA,English,NULL,NULL,March 2017 (USA),Crazy Famous Productions
Sometimes a Great Notion,GP,Action|Adventure|Drama,7,1h 54min,Paul Newman,Ken Kesey|John Gay,Paul Newman|Henry Fonda|Lee Remick,USA,English,"$3,660,000 ",NULL,31 December 1971 (USA),Universal Pictures|Newman-Foreman Company
Fist of the North Star,R,Action|Fantasy|Sci-Fi,3.9,1h 43min,Tony Randel,Buronson|Tetsuo Hara,Gary Daniels|Malcolm McDowell|Costas Mandylor,USA,English,"$7,000,000 ",NULL,22 April 1995 (Japan),First Look International|NEO Motion Pictures|Overseas FilmGroup
The General,NULL,Action,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Call of Duty 4: Modern Warfare,NULL,Action|Adventure|Thriller,9.1,NULL,Jason West,Jesse Stern|Steve Fukuda,Billy Murray|Craig Fairbrass|David Sobolov,USA,English|Russian|French,NULL,NULL,5 November 2007 (USA),Infinity Ward|PCB Productions
Rogue Warrior: Robot Fighter,NOT RATED,Action|Sci-Fi,4.8,1h 41min,Neil Johnson,Neil Johnson,Tracey Birdsall|William Kircher|Daz Crawford,USA,English,"$3,800,000 ",NULL,6 June 2017 (USA),Empire Motion pictures|Pacific Coast Entertainment
Shadowboxer,R,Action|Crime|Drama,5.6,1h 33min,Lee Daniels,Will Rokos,Cuba Gooding Jr.|Helen Mirren|Vanessa Ferlito,USA,English,NULL,NULL,14 July 2006 (Italy),Teton Films|Lee Daniels Entertainment
Vamp U,NOT RATED,Action|Comedy|Horror,4,1h 40min,Matt Jespersen|Maclain Nelson,Matt Jespersen|Maclain Nelson,Adam Johnson|Julie Gonzalo|Gary Cole,USA,English,NULL,NULL,27 February 2013 (USA),DeepStudios|Essence Entertainment|Main Dog Productions
Doom,NULL,Action|Adventure|Horror,8.7,NULL,Jerry Keehan|Marty Stratton,Adam Gascoine,Darin De Paul|Kevin Schon|Abby Craden,USA,English,NULL,NULL,13 May 2016 (USA),id Software
The Further Adventures of Tennessee Buck,R,Action|Adventure|Comedy,4.6,1h 28min,David Keith,Paul Mason|Barry Jacobs,David Keith|Kathy Shower|Brant von Hoffman,Sri Lanka|Sri Lanka,English,NULL,NULL,1989 (Peru),Sarlui / Diamant Production|Sri Lanka Location Services Ltd.
Speed Zone,PG,Comedy|Action,4.3,1h 34min,Jim Drake,Michael Short,Peter Boyle|Donna Dixon|John Candy,Canada,English,"$18,000,000 ",NULL,21 April 1989 (USA),Entcorp Communications
Jiu ceng yao ta,NULL,Action|Adventure|Drama,5.2,1h 58min,Chuan Lu,Chuan Lu|Bobby Roth,Mark Chao|Jin Chen|Li Feng,China,Mandarin,NULL,"$106,380,000 ",30 September 2015 (China),Chuan Films|China Film Co.|TWR Visual Effects
Jaws 19,NULL,Action|Horror|Sci-Fi,4.8,1h 3min,Sergey A.|Ivan Yakovidish,Sergey A.,Ivan Yakovidish|Sergey A.|Viktor Murzikov,Russia|Russia|Russia,Russian,RURåÊ100,"RURåÊ6,661,",16 September 2015 (Russia),Terra Studio|Toxic madness production
8 Million Ways to Die,R,Action|Crime|Drama,5.7,1h 55min,Hal Ashby,Lawrence Block|Oliver Stone,Jeff Bridges|Rosanna Arquette|Alexandra Paul,USA,English|Spanish,"$18,000,000 ",NULL,25 April 1986 (USA),Producers Sales Organization (PSO)
Dead Fish,R,Action|Comedy|Thriller,5.3,1h 38min,Charley Stadler,Thomas Geiger|Adam Kreutner,Robert Carlyle|Gary Oldman|Anouska Bolton Lee,UK|UK,English,"$15,000,000 ",NULL,9 February 2006 (Portugal),Orange Pictures|IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG|Mobius International
Iron Sky: The Ark,NULL,Action|Comedy|Sci-Fi,NULL,NULL,Timo Vuorensola,Max Wang,Andy Garcia|Udo Kier|Malla Malmivaara,China|China,Chinese|English,NULL,NULL,NULL,Iron Sky Universe|Shandong Jiabo Culture Development Co.
Garden of Evil,NOT RATED,Action|Adventure|Drama,6.8,1h 40min,Henry Hathaway,Frank Fenton|Fred Freiberger,Gary Cooper|Susan Hayward|Richard Widmark,USA,English|Spanish,"$2,070,000 ",NULL,4 October 1954 (Sweden),Twentieth Century Fox
Prayer of the Rollerboys,R,Action|Drama|Sci-Fi,5.5,1h 35min,Rick King,W. Peter Iliff,Corey Haim|Patricia Arquette|Christopher Collet,Japan|Japan,English,NULL,NULL,21 March 1991 (Germany),Academy Entertainment|Fox Lorber Features|GAGA
WEAPONiZED,NOT RATED,Action|Sci-Fi|Thriller,4.5,1h 31min,Timothy Woodward Jr.,Sean Ryan,Tom Sizemore|Johnny Messner|Mickey Rourke,USA,English,"$2,400,000 ",NULL,10 June 2016 (Nigeria),Status Media & Entertainment|Puppy Entertainment
Dragon Age: Origins,NULL,Action|Adventure|Fantasy,9.2,NULL,Dan Tudge,Ferret Baudoin|Jennifer Brandes Hepler,Steve Valentine|Peter Renaday|Kate Mulgrew,Canada|Canada,English,NULL,NULL,3 November 2009 (USA),Bioware
Main Hoon Na,NOT RATED,Action|Comedy|Crime,7,2h 59min,Farah Khan,Farah Khan|Abbas Tyrewala,Shah Rukh Khan|Sushmita Sen|Sunil Shetty,India,Hindi,NULL,NULL,30 April 2004 (India),Red Chillies Entertainment|Venus Films
Superman: Unbound,PG-13,Animation|Action|Adventure,6.7,1h 15min,James Tucker,Bob Goodman|Geoff Johns,Matt Bomer|Stana Katic|John Noble,USA,English,NULL,NULL,23 May 2013 (Russia),DC Entertainment|Warner Bros. Animation|Warner Premiere
The Punisher: Dirty Laundry,NOT RATED,Short|Action|Crime,8.2,10min,Phil Joanou,Chad St. John|Gerry Conway,Thomas Jane|Ron Perlman|Sammi Rotibi,USA,English,NULL,NULL,15 July 2012 (USA),1984 Private Defense Contractors
Khuda Gawah,NOT RATED,Action|Adventure|Drama,6.6,3h 13min,Mukul Anand,Rajkumar Bedi|Santosh Saroj,Amitabh Bachchan|Sridevi|Nagarjuna Akkineni,India,Hindi,NULL,NULL,8 May 1992 (India),Glamour Films
Grand Theft Auto,PG,Action|Comedy|Crime,5.4,1h 24min,Ron Howard,Rance Howard|Ron Howard,Ron Howard|Nancy Morgan|Elizabeth Rogers,USA,English,"$602,000 ","$15,000,000 ",16 June 1977 (USA),New World Pictures
Gekijouban Fate/Stay Night: Heaven's Feel - I. Presage Flower,NULL,Animation|Action|Drama,7,2h,Tomonori SudÌ«,Akira Hiyama|Kinoko Nasu,Noriaki Sugiyama|JÌ«ji Nakata|Ayako Kawasumi,Japan,Japanese,NULL,NULL,14 October 2017 (Japan),Aniplex|Notes|Type-Moon
The Division,NULL,Action|Adventure,7.6,NULL,Magnus JansÌ©n,Tom Abernathy|John BjÌ_rling,Kate Drummond|Melissa O'Neil|Patrick Garrow,Sweden|Sweden|Sweden|Sweden,English,NULL,NULL,8 March 2016 (USA),Ubisoft Massive|Ubisoft Reflections|Red Storm Entertainment
Sing si lip yan,PG-13,Action|Comedy|Romance,6.5,1h 45min,Jing Wong,Tsukasa HÌ«jÌ«|Jing Wong,Jackie Chan|Richard Norton|Joey Wang,Hong Kong|Hong Kong,Cantonese,NULL,NULL,16 January 1993 (Hong Kong),Golden Harvest Company|Golden Way Films Ltd.|Paragon Films Ltd.
12 Rounds 2: Reloaded,R,Action|Adventure|Thriller,5.4,1h 35min,Roel ReinÌ©,David Benullo,Randy Orton|Tom Stevens|Brian Markinson,USA,English,"$4,000,000 ",NULL,4 June 2013 (USA),WWE Studios
Stroker Ace,PG,Action|Comedy|Romance,4.7,1h 36min,Hal Needham,William Neely|Robert K. Ottum,Burt Reynolds|Ned Beatty|Jim Nabors,USA,English,NULL,NULL,1 July 1983 (USA),Universal Pictures|Warner Bros.
The Maze,NULL,Action|Thriller,NULL,NULL,Adam Robitel,Bragi F. Schut|Maria Melnik,Deborah Ann Woll|Tyler Labine|Taylor Russell,USA,English,"$10,000,000 ",NULL,2018 (USA),Original Film
Ironclad: Battle for Blood,NULL,Action|Adventure|Drama,4.4,1h 48min,Jonathan English,Stephen McDool|Jonathan English,Roxanne McKee|Michelle Fairley|Rosie Day,UK|UK,English,NULL,NULL,11 July 2014 (USA),Mythic International Entertainment|International Pictures One|Gloucester Place Films
Kommissar Rex,NULL,Crime|Action|Mystery,7.2,45min,NULL,NULL,Gerhard Zemann|Heinz Weixelbraun|Wolf Bachofner,Austria|Austria,German,NULL,NULL,10 November 1994 (Austria),Mungo-Film|Sat.1|Taurus Film
Werewolf: The Beast Among Us,R,Action|Fantasy|Horror,5.1,1h 33min,Louis Morneau,Michael Tabb|Catherine Cyran,Ed Quinn|Guy Wilson|Stephen Rea,USA,NULL,"$5,000,000 ",NULL,9 October 2012 (USA),Universal 1440 Entertainment|Capital Arts Entertainment
Ra.One,NOT RATED,Action|Adventure|Sci-Fi,4.8,2h 36min,Anubhav Sinha,David Benullo|Kanika Dhillon,Shah Rukh Khan|Arjun Rampal|Kareena Kapoor Khan,India|India,Hindi|Tamil|Telugu|Chinese|English,"$24,000,000 ","$35,911,689,",26 October 2011 (India),Red Chillies Entertainment|Eros International|Prana Studios
Jigoku de naze warui,NOT RATED,Action|Comedy,7.2,2h 9min,Sion Sono,Sion Sono,Jun Kunimura|Fumi NikaidÌ«|Shin'ichi Tsutsumi,Japan,Japanese,NULL,NULL,7 November 2014 (USA),King Records|KH Capital|BizAsset
Gantz: Perfect Answer,NOT RATED,Action|Horror|Mystery,6.3,2h 21min,Shinsuke Sato,Hiroya Oku|YÌÈsuke Watanabe,Kazunari Ninomiya|Ken'ichi Matsuyama|Yuriko Yoshitaka,Japan,Japanese,"$22,000,000 ",NULL,23 April 2011 (Japan),Horipro|J Storm|Nikkatsu
The Heir Apparent: Largo Winch,NOT RATED,Action|Adventure|Thriller,6.5,1h 48min,JÌ©rÌ«me Salle,Julien Rappeneau|JÌ©rÌ«me Salle,Tomer Sisley|Kristin Scott Thomas|Predrag 'Miki' Manojlovic,France|France,French|English|Serbian|Portuguese,"‰âÂ24,000,000",NULL,17 December 2008 (France),Pan EuropÌ©enne|Wild Bunch|TF1 Films Production
Badlapur,NULL,Action|Crime|Drama,7.5,2h 8min,Sriram Raghavan,Massimo Carlotto|Sriram Raghavan,Varun Dhawan|Nawazuddin Siddiqui|Yami Gautam,India,Hindi,"INRåÊ250,000,000",NULL,20 February 2015 (USA),Eros International|Maddock Films
NightMan,NULL,Action|Adventure|Drama,6.4,45min,NULL,NULL,Matt McColm|Earl Holliman|Jayne Heitmeyer,Canada|Canada,English,NULL,NULL,30 September 1997 (USA),Alliance Atlantis Communications|Crescent Entertainment|Glen A. Larson Productions
Bungou Stray Dogs,TV-14,Animation|Action|Comedy,7.5,24min,NULL,NULL,Mamoru Miyano|YÌÈto Uemura|Yoshimasa Hosoya,Japan,Japanese,NULL,NULL,7 April 2016 (Japan),Studio BONES
Double Down,NOT RATED,Action|Drama|Romance,4.2,1h 33min,Neil Breen,Neil Breen,Neil Breen|Laura Hale|Mike Brady,USA,English,NULL,NULL,NULL,NULL
The Born Losers,PG,Action|Drama|Thriller,6.1,1h 53min,Tom Laughlin,Elizabeth James,Tom Laughlin|Elizabeth James|Jeremy Slate,USA,English,"$360,000 ",NULL,12 July 1967 (USA),Fanfare Films|Otis Productions
Sand Sharks,R,Action|Comedy|Horror,2.6,1h 26min,Mark Atkins,Joe Benkis|Cameron Larson,Corin Nemec|Brooke Hogan|Vanessa Evigan,USA,English,NULL,NULL,31 July 2012 (USA),Little Dragon Productions|Remember Dreaming Productions|Rogue State
American Ninja 4: The Annihilation,R,Action|Drama,3.8,1h 39min,Cedric Sundstrom,Gideon Amir|James Booth,Michael Dudikoff|David Bradley|James Booth,USA,English,NULL,NULL,8 March 1991 (USA),Cannon Group
Enter the Ninja,R,Action|Crime|Drama,5.1,1h 39min,Menahem Golan,Dick Desmond|Dick Desmond,Franco Nero|Susan George|ShÌ« Kosugi,USA,English,"$1,500,000 ",NULL,2 October 1981 (USA),"Cannon Group, The|City Film (1980s)|Golan-Globus Productions"
Intrepid,R,Action|Drama|Thriller,3.4,1h 30min,John Putch,James Morley III|Keoni Waxman,James Coburn|Costas Mandylor|Finola Hughes,USA,English|Russian,NULL,NULL,11 April 2000 (Germany),Flip Ship Films Inc.|Phoenician Entertainment
Autoreiji,R,Action|Crime|Drama,6.8,1h 49min,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano|Kippei ShÌ¨na|Ryo Kase,Japan,Japanese|English,NULL,NULL,12 June 2010 (Japan),Bandai Visual Company|Office Kitano|Omnibus Japan
Wrong Side of Town,R,Action|Crime,3.9,1h 28min,David DeFalco,David DeFalco,Rob Van Dam|Dave Bautista|Lara Grice,USA,English,"$5,500,000 ",NULL,23 February 2010 (USA),Films In Motion
Run Silent Run Deep,APPROVED,War|Action|Drama,7.4,1h 33min,Robert Wise,John Gay|Edward L. Beach,Clark Gable|Burt Lancaster|Jack Warden,USA,English|Japanese,NULL,NULL,27 March 1958 (USA),Hill-Hecht-Lancaster Productions|Jeffrey Pictures Corp.
Blood: The Last Vampire,R,Action|Horror|Thriller,5.3,1h 31min,Chris Nahon,Chris Chow|Kenji Kamiyama,Ji-hyun Jun|Allison Miller|Liam Cunningham,Hong Kong|Hong Kong|Hong Kong,English|Japanese,"$30,000,000 ",NULL,4 June 2009 (Hong Kong),East Wing Holdings|SAJ|Beijing Happy Pictures Cultural Communications Co.
Need for Speed: Payback,NULL,Action,7.5,NULL,William Ho,Edward J. Douglas|Fabian Nicieza,Jack Derges|David Ajala|Jessica Madsen,Sweden,English,NULL,NULL,10 November 2017 (Japan),Ghost Games
Star Wars: Knights of the Old Republic,NULL,Action|Adventure|Fantasy,9.6,NULL,Casey Hudson,David Gaider|Michael Gallo,Jennifer Hale|Raphael Sbarge|Rafael Ferrer,USA|USA,English,NULL,NULL,18 July 2003 (USA),Bioware|LucasArts Entertainment Company
The Nutcracker in 3D,PG,Action|Family|Fantasy,4.4,1h 50min,Andrey Konchalovskiy,Andrey Konchalovskiy|Chris Solimine,Richard Philipps|Fernanda Dorogi|Kriszta Dorogi,UK|UK,English,"$90,000,000 ","$16,178,959,",8 December 2011 (Hungary),Vnesheconombank|Nutcracker Holdings|HCC Media Group
Jesse Stone: Benefit of the Doubt,NULL,Action|Crime|Drama,7.2,1h 30min,Robert Harmon,Robert B. Parker|Tom Selleck,Tom Selleck|Kathy Baker|Kohl Sudduth,USA,English,NULL,NULL,20 May 2012 (USA),Brandman Productions|TWS Productions II|Sony Pictures Television
Cyclops,NULL,Action|Adventure|Drama,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arn,R,Action|Adventure|Drama,7.5,4h 24min,NULL,NULL,Joakim NÌ_tterqvist|Sofia Helin|Stellan SkarsgÌ´rd,Sweden,Swedish,"$30,000,000 ",NULL,22 March 2010 (Sweden),AMC Pictures|Arion Communications Ltd.|Dagsljus Filmequipment
Wizards of the Lost Kingdom II,PG,Action|Fantasy|Adventure,1.8,1h 20min,Charles B. Griffith,Charles B. Griffith|Lance Smith,Mel Welles|Robert Jayne|David Carradine,USA,English,NULL,NULL,March 1989 (USA),Renaissance Pictures|New Classics
In Sand and Blood,NULL,Action|Adventure|Drama,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55 Days at Peking,UNRATED,Action|Adventure|Drama,6.8,2h 34min,Nicholas Ray|Guy Green,Robert Hamer|Philip Yordan,Charlton Heston|Ava Gardner|David Niven,USA,English,"$9,000,000 ",NULL,6 May 1963 (UK),Samuel Bronston Productions
