Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
El Mariachi,R,Action|Crime|Thriller,6.9,1h 21min,Robert Rodriguez,Robert Rodriguez,Carlos Gallardo|Consuelo GÌ_mez|Jaime de Hoyos,USA,Spanish,"$7,000 ","$2,041,928,",26 February 1993 (USA),Columbia Pictures Corporation|Los Hooligans Productions
Bad Kids of Crestview Academy,R,Action|Comedy|Thriller,6.7,1h 40min,Ben Browder,Barry Wernick|James R. Hallam,Sammi Hanratty|Colby Arps|Sophia Ali,USA,English,"$5,000,000 ",NULL,13 January 2017 (USA),BKG2H Productions|Bad Kids
Reindeer Games,R,Action|Adventure|Crime,5.7,1h 44min,John Frankenheimer,Ehren Kruger,Ben Affleck|Gary Sinise|Charlize Theron,USA,English,"$42,000,000 ",NULL,25 February 2000 (USA),Dimension Films|Marty Katz Productions
Maltese - Il Romanzo del Commissario,NULL,Action|Crime|Drama,7.8,6h 40min,NULL,NULL,Kim Rossi Stuart|Antonio Milo|Francesco Scianna,Italy,Italian,NULL,NULL,8 May 2017 (Italy),Palomar
Collateral Damage,R,Action|Drama|Thriller,5.5,1h 48min,Andrew Davis,Ronald Roose|David Griffiths,Arnold Schwarzenegger|John Leguizamo|Francesca Neri,USA,English|Spanish,"$85,000,000 ","$78,382,433 ",8 February 2002 (USA),Warner Bros.|Bel Air Entertainment|David Foster Productions
Arn: Tempelriddaren,R,Action|Adventure|Drama,6.6,2h 19min,Peter Flinth,Jan Guillou|Hans Gunnarsson,Joakim NÌ_tterqvist|Sofia Helin|Stellan SkarsgÌ´rd,Sweden|Sweden|Sweden|Sweden|Sweden|Sweden|Sweden,Swedish|English|Arabic|French|Latin,"‰âÂ25,000,000",NULL,25 December 2007 (Sweden),AMC Pictures|Arion Communications Ltd.|Dagsljus Filmequipment
Grand Theft Auto: Vice City,NULL,Action|Comedy|Crime,9.3,NULL,Navid Khonsari,Dan Houser|James Worrall,Ray Liotta|William Fichtner|Tom Sizemore,UK|UK|UK,English|Spanish|Haitian|French,NULL,NULL,29 October 2002 (USA),Rockstar North|Rockstar Games|Rockstar Vienna
Cirque du Freak: The Vampire's Assistant,PG-13,Action|Adventure|Fantasy,5.9,1h 49min,Paul Weitz,Paul Weitz|Brian Helgeland,Chris Massoglia|John C. Reilly|Salma Hayek,USA,English,"$40,000,000 ",NULL,23 October 2009 (USA),Universal Pictures|Relativity Media|Donners' Company
Everly,R,Action|Thriller,5.1,1h 32min,Joe Lynch,Yale Hannon|Joe Lynch,Salma Hayek|Hiroyuki Watanabe|Laura Cepeda,USA,English|Japanese|Spanish,NULL,NULL,23 January 2015 (USA),"RADiUS-TWC|Vega, Baby!|Crime Scene Pictures"
Tracers,PG-13,Action|Crime|Drama,5.6,1h 34min,Daniel Benmayor,Matt Johnson|T.J. Scott,Taylor Lautner|Marie Avgeropoulos|Adam Rayner,USA,English|Chinese|Vietnamese,"$11,000,000 ",NULL,20 March 2015 (USA),Saban Films|Cowtown Cinema Ventures|Temple Hill Entertainment
Headshot,NULL,Action|Drama|Thriller,6.3,1h 58min,Kimo Stamboel|Timo Tjahjanto,Timo Tjahjanto,Iko Uwais|Chelsea Islan|Sunny Pang,Indonesia,Indonesian|English,NULL,NULL,3 March 2017 (USA),Screenplay Infinite Films
Boss Level,NULL,Action|Sci-Fi|Thriller,NULL,NULL,Joe Carnahan,Joe Carnahan,Mel Gibson|Frank Grillo|Will Sasso,USA,English,NULL,NULL,NULL,Emmett/Furla/Oasis Films (EFO Films)|Scott Free Productions|War Party
After the Sunset,PG-13,Action|Comedy|Crime,6.3,1h 37min,Brett Ratner,Paul Zbyszewski|Paul Zbyszewski,Pierce Brosnan|Salma Hayek|Woody Harrelson,USA,English,"$58,000,000 ","$61,347,797,",12 November 2004 (USA),New Line Cinema|Firm Films|Contrafilm
Power Rangers HyperForce,NULL,Action|Adventure|Fantasy,8.6,3h,NULL,NULL,Peter Adrian Sudarso|Cristina Valenzuela|Paul Schrier,USA,English,NULL,NULL,24 October 2017 (USA),Hyper RPG|Saban Brands|Twitch
Xi you ji zhi: Sun Wukong san da Baigu Jing,NOT RATED,Action|Adventure|Fantasy,6,1h 59min,Soi Cheang,Ping Ran|Ning Wen,Aaron Kwok|Li Gong|William Feng,China|China,English|Mandarin,"$68,005,000 ","$194,058,503 ",5 February 2016 (Hong Kong),Filmko Films Production Limited|Filmko Pictures
Chaos,R,Action|Crime|Drama,6.5,1h 46min,Tony Giglio,Tony Giglio,Jason Statham|Ryan Phillippe|Wesley Snipes,Canada|Canada|Canada,English,"$20,000,000 ","$7,000,000,",15 December 2005 (United Arab Emirates),Mobius International|Chaotic Productions|Chaotic Films
Toro,PG-13,Action|Crime|Drama,5.9,1h 45min,Kike MaÌ_llo,Rafael Cobos|Fernando Navarro,Mario Casas|Luis Tosar|JosÌ© SacristÌÁn,Spain,Spanish,"‰âÂ4,000,000",NULL,22 April 2016 (Spain),Ad hoc studios|Apaches Entertainment|Atresmedia Cine
Flyboys,PG-13,Action|Adventure|Drama,6.5,2h 20min,Tony Bill,Phil Sears|Blake T. Evans,James Franco|Jean Reno|Jennifer Decker,UK|UK,English|French,"$60,000,000 ","$17,834,865,",22 September 2006 (USA),Electric Entertainment|Flyboys Films|Ingenious Film Partners
District B13,R,Action|Crime|Sci-Fi,7.2,1h 24min,Pierre Morel,Luc Besson|Bibi Naceri,Cyril Raffaelli|David Belle|Tony D'Amario,France,French|Spanish,"‰âÂ12,000,000",NULL,2 June 2006 (USA),EuropaCorp|TF1 Films Production|Canal+
The Karate Kid 2,NULL,Action|Drama,NULL,NULL,NULL,Jeremiah Friedman|Nick Palmer,Jackie Chan,USA,English,NULL,NULL,NULL,Columbia Pictures|Overbrook Entertainment
Setup,R,Action|Crime|Drama,4.4,1h 25min,Mike Gunther,Mike Behrman|Mike Gunther,50 Cent|Bruce Willis|Ryan Phillippe,USA,English,"$20,000,000 ","$2,128,186,",13 October 2011 (Russia),Grindstone Entertainment Group|Cheetah Vision|Action Jackson Films
Paid in Full,R,Action|Crime|Drama,7.1,1h 37min,Charles Stone III,Azie Faison Jr.|Austin Phillips,Mekhi Phifer|Wood Harris|Chi McBride,USA,English,NULL,NULL,25 October 2002 (USA),Dimension Films|Loud Films|Rat Entertainment
Mother,R,Action|Crime|Drama,7.8,2h 9min,Joon-ho Bong,Joon-ho Bong|Eun-kyo Park,Hye-ja Kim|Bin Won|Goo Jin,South Korea,Korean,"$5,000,000 ",NULL,28 May 2009 (South Korea),CJ Entertainment|Barunson
Final Fantasy: The Spirits Within,PG-13,Animation|Action|Adventure,6.4,1h 46min,Hironobu Sakaguchi|Motonori Sakakibara,Hironobu Sakaguchi|Al Reinert,Alec Baldwin|Steve Buscemi|Ming-Na Wen,USA|USA,English,"$137,000,000 ","$85,131,830 ",11 July 2001 (USA),Chris Lee Productions|Square Company|Square USA
Sailor Moon,TV-14,Animation|Action|Adventure,7.7,24min,NULL,NULL,Robbie Daymond|Susan Roman|Jill Frappier,Japan,English,NULL,NULL,11 September 1995 (USA),Cloverway International (CWI)|DIC Entertainment|Optimum Productions
Kung Fu Panda: Legends of Awesomeness,TV-Y7,Animation|Action|Adventure,7.2,22min,NULL,NULL,Mick Wingert|Kari Wahlgren|Fred Tatasciore,USA,English,NULL,NULL,19 September 2011 (USA),DreamWorks Animation|Nickelodeon Animation Studios
Cats & Dogs,PG,Action|Comedy|Family,5.1,1h 27min,Lawrence Guterman,John Requa|Glenn Ficarra,Alec Baldwin|Tobey Maguire|Jeff Goldblum,USA|USA,English,"$60,000,000 ","$200,687,492 ",4 July 2001 (USA),Warner Bros.|Village Roadshow Pictures|NPV Entertainment
Underverden,NOT RATED,Action|Crime|Drama,6.8,1h 52min,Fenar Ahmad,Fenar Ahmad|Adam August,Dar Salim|Stine Fischer Christensen|Ali Sivandi,Denmark,Danish|Arabic,NULL,NULL,19 January 2017 (Denmark),Profile Pictures
Beneath the Planet of the Apes,G,Action|Adventure|Sci-Fi,6.1,1h 35min,Ted Post,Paul Dehn|Mort Abrahams,James Franciscus|Kim Hunter|Maurice Evans,USA,English,"$3,000,000 ",NULL,26 May 1970 (USA),Twentieth Century Fox|APJAC Productions
Stargate: Continuum,NOT RATED,Action|Adventure|Drama,7.5,1h 38min,Martin Wood,Brad Wright,Ben Browder|Amanda Tapping|Christopher Judge,Canada|Canada,English,"$7,000,000 ",NULL,29 July 2008 (USA),Metro-Goldwyn-Mayer (MGM)|Kawoosh! Productions DTV II|MGM Global Holdings
Jumanji,TV-Y7,Animation|Action|Adventure,6.4,22min,NULL,NULL,Bill Fagerbakke|Debi Derryberry|Ashley Johnson,USA,English,NULL,NULL,8 September 1996 (USA),Adelaide Productions|Teitler Film|Columbia TriStar Children's Television
OK K.O.! Let's Be Heroes,TV-Y7-FV,Animation|Action|Adventure,7.8,11min,NULL,NULL,Courtenay Taylor|Ian Jones-Quartey|Ashly Burch,USA,English,NULL,NULL,13 June 2017 (USA),Cartoon Network Studios
Batman: Bad Blood,PG-13,Animation|Action|Adventure,6.8,1h 12min,Jay Oliva,J.M. DeMatteis|Bob Kane,Jason O'Mara|Yvonne Strahovski|Stuart Allan,USA,English,"$3,500,000 ",NULL,19 January 2016 (USA),Warner Bros. Animation|DC Comics
Wolves,R,Action|Fantasy|Horror,5.3,1h 31min,David Hayter,David Hayter,Lucas Till|Stephen McHattie|John Pyper-Ferguson,France|France,English,"$18,000,000 ",NULL,28 August 2014 (Belarus),TF1 International|Copperheart Entertainment|TÌ©lÌ©film Canada
Superman,TV-PG,Animation|Action|Adventure,8.2,30min,NULL,NULL,Tim Daly|Joseph Bologna|Dana Delany,USA,English,NULL,NULL,6 September 1996 (USA),Warner Bros. Animation|DC Comics|Warner Bros. Television
Yu Yu Hakusho: Ghost Files,TV-Y7,Animation|Action|Comedy,8.4,24min,NULL,NULL,Nozomu Sasaki|Justin Cook|Christopher Sabat,Japan,Japanese|English,NULL,NULL,10 October 1992 (Japan),Pierrot|Yomiko Advertising|Shueisha
American Dragon: Jake Long,TV-G,Animation|Action|Comedy,6.6,30min,NULL,NULL,Dante Basco|Charlie Finn|Miss Kittie,USA,English,NULL,NULL,21 January 2005 (USA),Disney Television Animation
Toy Soldiers,R,Action|Drama|Thriller,6.5,1h 51min,Daniel Petrie Jr.,William P. Kennedy|Daniel Petrie Jr.,Sean Astin|Wil Wheaton|Keith Coogan,USA,English|Spanish|Italian,"$10,000,000 ",NULL,26 April 1991 (USA),TriStar Pictures|Island World
Mythica: The Godslayer,NULL,Action|Adventure|Fantasy,5.3,1h 58min,John Lyde,Jason Faller|Kynan Griffin,Melanie Stone|Adam Johnson|Matthew Mercer,USA,English,NULL,NULL,19 November 2016 (USA),Arrowstorm Entertainment|Mainstay Productions
Digimon: Digital Monsters,TV-Y7,Animation|Action|Adventure,7.3,24min,NULL,NULL,Steve Blum|Mona Marshall|Tifanie Christun,Japan,English|Japanese,NULL,NULL,14 August 1999 (USA),Toei Animation|Toei Company|Fuji Television Network
X-Men: Evolution,TV-Y7,Animation|Action|Drama,7.9,23min,NULL,NULL,Scott McNeil|Meghan Black|Christopher Judge,USA,English,NULL,NULL,4 November 2000 (USA),Film Roman Productions|Marvel Enterprises
Nighthawks,R,Action|Crime|Thriller,6.4,1h 39min,Bruce Malmuth|Gary Nelson,David Shaber|David Shaber,Sylvester Stallone|Rutger Hauer|Billy Dee Williams,USA,English|German|French|Swedish,"$5,000,000 ","$19,900,000,",10 April 1981 (USA),Universal Pictures|Martin Poll Productions|The Production Company
Jackass,TV-MA,Action|Comedy|Reality-TV,7.2,8h 55min,NULL,NULL,Johnny Knoxville|Bam Margera|Brandon DiCamillo,USA,English,NULL,NULL,12 April 2000 (USA),Dickhouse Productions
The Mechanic,PG,Action|Crime|Thriller,7,1h 40min,Michael Winner,Lewis John Carlino|Lewis John Carlino,Charles Bronson|Jan-Michael Vincent|Keenan Wynn,USA,English,"$10,000,000 ","$86,000,",14 December 1972 (West Germany),Chartoff-Winkler Productions|Carlino Productions
Tokyo Ghoul: Root A,TV-MA,Animation|Action|Drama,7.9,24min,NULL,NULL,Brina Palencia|Austin Tindle|Michelle Rojas,Japan,Japanese,NULL,NULL,9 January 2015 (Japan),Pierrot
Far Cry 3,NULL,Action|Thriller,9,NULL,Laurent Bernier,Jeffrey Yohalem|Lucien Soulban,Lane Edwards|Alex Harrouch|MylÌ¬ne Dinh-Robic,Canada|Canada|Canada|Canada,English,NULL,NULL,4 December 2012 (USA),Ubisoft Massive Studio|Ubisoft MontrÌ©al Production Studio [ca]|Ubisoft Red Storm Studio
Sniper: Ultimate Kill,R,Action|Drama|Thriller,5.6,1h 30min,Claudio FÌ_h,Michael Frost Beckner|Chris Hauty,Tom Berenger|Felipe Calero|Juan SebastiÌÁn Calero,USA,English,NULL,NULL,3 October 2017 (USA),Destination Films|Mandalay Pictures
Blame!,TV-14,Animation|Action|Drama,6.7,1h 46min,Hiroyuki Seshita,Sadayuki Murai|Tsutomu Nihei,Takahiro Sakurai|Kana Hanazawa|Sora Amamiya,Japan,Japanese,NULL,NULL,20 May 2017 (USA),"King Records|Klockworx, The|KÌ«dansha"
Ned Kelly,R,Action|Adventure|Biography,6.5,1h 50min,Gregor Jordan,Robert Drewe|John Michael McDonagh,Heath Ledger|Orlando Bloom|Geoffrey Rush,Australia|Australia|Australia|Australia,English,NULL,"$6,089,857,",26 March 2004 (USA),"Australian Film Commission, The|Australian Film Finance Corporation (AFFC)|Endymion Films"
The Shadow Effect,NULL,Action|Drama|Mystery,4.2,1h 33min,Obin Olson|Amariah Olson,Chad Law|Evan Law,Jonathan Rhys Meyers|Cam Gigandet|Michael Biehn,USA,English,"$9,000,000 ",NULL,13 July 2017 (South Korea),DV3 Productions|Status Media & Entertainment
The Prophecy,R,Action|Crime|Drama,6.6,1h 38min,Gregory Widen,Gregory Widen,Christopher Walken|Elias Koteas|Virginia Madsen,USA,English,"$8,000,000 ",NULL,1 September 1995 (USA),First Look International|NEO Motion Pictures|Overseas FilmGroup
Avatar 3,NULL,Action|Adventure|Drama,NULL,NULL,James Cameron,James Cameron|James Cameron,Zoe Saldana|Sigourney Weaver|Sam Worthington,USA,English,NULL,NULL,17 December 2021 (USA),Twentieth Century Fox
Fainaru fantajÌ¨ XV,NULL,Action|Adventure|Fantasy,8.8,NULL,Hajime Tabata|Tetsuya Nomura,Akiko Ishibashi|Saori Itamuro,Tatsuhisa Suzuki|Ray Chase|Kenta Miyake,Japan,Japanese|English|German|French,NULL,NULL,29 November 2016 (USA),Square Enix Company|Square Enix|Toneplus Animation Studios
All About the Money,TV-14,Action|Adventure|Comedy,6.6,1h 30min,Blake Freeman,Blake Freeman|Danny West,Eddie Griffin|Blake Freeman|Casper Van Dien,USA,English,NULL,NULL,2 June 2017 (USA),Wunderkind Pictures|Planet Rock Films
Reprisal,NULL,Action,NULL,NULL,Brian A. Miller,Bryce Hammons,Bruce Willis|Frank Grillo|Johnathon Schaech,USA,NULL,NULL,NULL,2018 (USA),Emmett/Furla/Oasis Films (EFO Films)|Kind Hearts Entertainment
Ajin,TV-MA,Animation|Action|Adventure,7.8,24min,NULL,NULL,Mamoru Miyano|Pete Sepenuk|Takahiro Sakurai,Japan,Japanese,NULL,NULL,16 January 2016 (Japan),Polygon Pictures
Alone in the Dark,R,Action|Horror|Sci-Fi,2.3,1h 36min,Uwe Boll,Elan Mastai|Michael Roesch,Christian Slater|Tara Reid|Stephen Dorff,Canada|Canada|Canada,English,"$20,000,000 ",NULL,28 January 2005 (USA),AITD Productions|Boll Kino Beteiligungs GmbH & Co. KG|Herold Productions
Ao no ekusoshisuto,TV-14,Animation|Action|Drama,7.7,30min,NULL,NULL,Nobuhiko Okamoto|Johnny Yong Bosch|Tobias Diakow,Japan,Japanese|English,NULL,NULL,23 February 2014 (USA),Aniplex|Shueisha|Movic
Salyut-7,NULL,Action|Drama|History,7.3,1h 51min,Klim Shipenko,Aleksey Chupov|Jeffrey Hylton,Lyubov Aksyonova|Ilya Andryukov|Pavel Derevyanko,Russia,English|Russian,"RURåÊ400,000,000",NULL,5 October 2017 (Russia),CTB Film Company|Globus-film|Lemon Films Studio
Bait,R,Action|Horror|Sci-Fi,5.2,1h 33min,Kimble Rendall,Shayne Armstrong|Duncan Kennedy,Richard Brancatisano|Xavier Samuel|Chris Betts,Australia|Australia,English,"AUDåÊ30,000,000",NULL,20 September 2012 (Australia),Bait Productions|Media Development Authority (MDA)|Pictures in Paradise
Big Hero 6: Baymax Returns,TV-Y7,Animation|Action|Sci-Fi,7.6,42min,Stephen Heneveld|Ben Juwono,Nicholas Filippi|Mark McCorkle,Scott Adsit|Ryan Potter|Brooks Wheelan,USA,English,NULL,NULL,20 November 2017 (USA),Disney Television Animation
X-Men,TV-Y7,Animation|Action|Family,8.5,23min,NULL,NULL,Cedric Smith|Cathal J. Dodd|Lenore Zann,USA|USA,English,NULL,NULL,31 October 1992 (USA),Genesis Entertainment|Graz Entertainment|Marvel Enterprises
From the Earth to the Moon,TV-14,Action|Drama|History,8.7,1h,NULL,NULL,Tom Hanks|Nick Searcy|Lane Smith,USA,English,"$68,000,000 ",NULL,5 April 1998 (USA),Clavius Base|Go Flight Inc.|Imagine Entertainment
Lucky Day,NULL,Action|Crime|Thriller,NULL,15min,Roger Avary,Roger Avary,Luke Bracey|Nina Dobrev|Crispin Glover,Canada|Canada,English|French,NULL,NULL,NULL,Davis-Films|Avary|Don Carmody Productions
Silver Streak,PG,Action|Comedy|Crime,6.9,1h 54min,Arthur Hiller,Colin Higgins,Gene Wilder|Richard Pryor|Jill Clayburgh,USA,English,"$6,500,000 ",NULL,3 December 1976 (USA),Frank Yablans Presentations|Miller-Milkis Productions|Twentieth Century Fox
The Big Hit,R,Action|Comedy|Crime,6.1,1h 31min,Kirk Wong,Ben Ramsey,Mark Wahlberg|Lou Diamond Phillips|Christina Applegate,USA,English,"$13,000,000 ",NULL,24 April 1998 (USA),TriStar Pictures|Amen Ra Films|Zide-Perry Productions
Money Talks,R,Action|Comedy|Crime,6.2,1h 37min,Brett Ratner,Joel Cohen|Alec Sokolow,Charlie Sheen|Chris Tucker|Heather Locklear,USA,English|French,"$25,000,000 ",NULL,22 August 1997 (USA),New Line Cinema|Sheen/Michaels Entertainment
Bad Boys 4,NULL,Action|Comedy,NULL,NULL,NULL,George Gallo,Will Smith|Martin Lawrence,USA,NULL,NULL,NULL,NULL,Columbia Pictures|Jerry Bruckheimer Films|Sony Pictures Entertainment (SPE)
La Reina del Sur,TV-14,Action|Crime|Drama,8.3,6h 18min,NULL,NULL,Kate del Castillo|Cristina Urgel|Alberto JimÌ©nez,USA|USA|USA|USA,Spanish|Arabic|Russian|English,NULL,NULL,2011 (USA),Antena 3 TelevisiÌ_n|RTI TelevisiÌ_n|Telemundo Studios
Bitch Slap,R,Action|Comedy|Crime,4.5,1h 49min,Rick Jacobson,Rick Jacobson|Eric Gruendemann,Julia Voth|Erin Cummings|America Olivo,USA,English,NULL,NULL,6 November 2009 (Finland),Bombshell Pictures|IM Global
Altitude,R,Action|Crime|Thriller,4,1h 28min,Alex Merkin,Tyler W. Konney|Jesse Mittelstadt,Denise Richards|Dolph Lundgren|Jonathan Lipnicki,USA,English,NULL,NULL,14 April 2017 (USA),Switzer Entertainment Group|Taylor & Dodge|Safier Entertainment
Django,NOT RATED,Action|Western,7.3,1h 32min,Sergio Corbucci,Sergio Corbucci|Bruno Corbucci,Franco Nero|JosÌ© Canalejas|JosÌ© BÌ_dalo,Italy|Italy,Italian,NULL,NULL,December 1966 (USA),B.R.C. Produzione S.r.l.|Tecisa
Psycho-Pass,TV-MA,Animation|Action|Crime,8.3,25min,NULL,NULL,Kana Hanazawa|Robert McCollum|Kate Oxley,Japan,Japanese|Japanese,NULL,NULL,October 2012 (Japan),Dentsu|Fuji Television Network|Index
The Time Tunnel,TV-PG,Action|Adventure|Sci-Fi,7.6,1h,NULL,NULL,James Darren|Robert Colbert|Whit Bissell,USA,English,NULL,NULL,9 September 1966 (USA),American Broadcasting Company (ABC)|20th Century Fox Television|Irwin Allen Productions
Charlie's Angels,TV-14,Action|Adventure|Crime,4.4,1h,NULL,NULL,Annie Ilonzeh|Daniel Alfredo Ojeda|Minka Kelly,USA,English,NULL,NULL,22 September 2011 (USA),Millar Gough Ink|Flower Films (II)|Panda Productions Inc.
Blood Work,R,Action|Crime|Drama,6.4,1h 50min,Clint Eastwood,Michael Connelly|Brian Helgeland,Clint Eastwood|Jeff Daniels|Anjelica Huston,USA,English|Spanish,"$50,000,000 ",NULL,9 August 2002 (USA),Malpaso Productions|Warner Bros.
Cradle 2 the Grave,R,Action|Crime|Drama,5.8,1h 41min,Andrzej Bartkowiak,John O'Brien|John O'Brien,Jet Li|DMX|Mark Dacascos,USA,English|Mandarin|Korean,"$30,000,000 ","$56,489,558 ",28 February 2003 (USA),Warner Bros.|Silver Pictures
Beverly Hills Cop 4,NULL,Action|Comedy,NULL,NULL,Adil El Arbi|Bilall Fallah,Josh Appelbaum|AndrÌ© Nemec,Eddie Murphy,USA,English,NULL,NULL,NULL,Jerry Bruckheimer Films|Rat Entertainment
Seraphim Falls,R,Action|Drama|Thriller,6.7,1h 55min,David Von Ancken,David Von Ancken|Abby Everett Jaques,Pierce Brosnan|Liam Neeson|Anjelica Huston,USA,English,"$18,000,000 ","$778,011 ",13 April 2007 (Taiwan),Icon Productions
Big Stan,R,Action|Comedy,6.2,1h 45min,Rob Schneider,Josh Lieb,Rob Schneider|David Carradine|Sally Kirkland,USA,English,"$10,000,000 ",NULL,6 June 2008 (Kazakhstan),Silver Nitrate|Chicago Entertainment Partners|Big Stan Productions
Tales from the Crypt: Demon Knight,R,Action|Fantasy|Horror,6.7,1h 32min,Ernest R. Dickerson,Ethan Reiff|Cyrus Voris,Billy Zane|William Sadler|John Kassir,USA,English,"$13,000,000 ",NULL,13 January 1995 (USA),Tales From The Crypt Holdings|Universal Pictures
Battlestar Galactica,PG,Action|Adventure|Sci-Fi,6.8,2h 28min,Richard A. Colla|Alan J. Levi,Glen A. Larson,Richard Hatch|Dirk Benedict|Lorne Greene,USA,English,"$3,000,000 ",NULL,18 May 1979 (USA),Glen A. Larson Productions|Universal Television
Battle for Incheon: Operation Chromite,NOT RATED,Action|Drama|History,6.2,1h 51min,John H. Lee,Man-Hee Lee|John H. Lee,Liam Neeson|Josie Bissett|Jung-jae Lee,South Korea,Korean|English,"$12,620,000 ",NULL,12 August 2016 (USA),Taewon Entertainment
Nothing to Lose,R,Action|Adventure|Comedy,6.7,1h 38min,Steve Oedekerk,Steve Oedekerk,Martin Lawrence|Tim Robbins|John C. McGinley,USA,English,"$25,000,000 ","$21,000,000,",18 July 1997 (USA),Touchstone Pictures
Darkwing Duck,TV-Y,Animation|Action|Adventure,7.7,30min,NULL,NULL,Jim Cummings|Terence McGovern|Christine Cavanaugh,USA,English,NULL,NULL,6 September 1991 (USA),Disney Television Animation
Sharknado 3: Oh Hell No!,TV-14,Action|Comedy|Horror,4.2,1h 33min,Anthony C. Ferrante,Thunder Levin,Ian Ziering|Tara Reid|Cassandra Scerbo,USA,English,"$2,400,000 ",NULL,22 July 2015 (USA),"Asylum, The|Syfy"
Ninja: Shadow of a Tear,R,Action|Crime|Thriller,6.2,1h 35min,Isaac Florentine,David N. White|Michael Hurst,Scott Adkins|Kane Kosugi|Mika Hijii,Thailand|Thailand,English|Japanese,"$2,600,000 ",NULL,27 December 2013 (Vietnam),Millennium Films|Swingin' Productions
The Hunter,PG,Action|Biography|Comedy,6.4,1h 37min,Buzz Kulik,Ted Leighton|Peter Hyams,Steve McQueen|Eli Wallach|Kathryn Harrold,USA,English,"$8,000,000 ",NULL,1 August 1980 (USA),Rastar Pictures
JoJo no kimyÌ« na bÌ«ken: Daiyamondo wa kudakenai - dai-isshÌ«,NULL,Action|Adventure|Fantasy,5.8,1h 59min,Takashi Miike,Hirohiko Araki|Itaru Era,RyÌÈnosuke Kamiki|Nana Komatsu|Jun Kunimura,Japan,Japanese|English,NULL,NULL,17 August 2017 (USA),Oriental Light and Magic (OLM)|Toho Company|Tokyo Broadcasting System (TBS)
Corbin Nash,NULL,Action|Horror|Thriller,NULL,NULL,Ben Jagger,Ben Jagger|Dean S. Jagger,Corey Feldman|Malcolm McDowell|Rutger Hauer,UK|UK,English,NULL,NULL,20 April 2018 (USA),Jagger/Wagner Productions|StarTree Productions|Enhance Entertainment
The Taking of Pelham One Two Three,R,Action|Crime|Thriller,7.7,1h 44min,Joseph Sargent,John Godey|Peter Stone,Walter Matthau|Robert Shaw|Martin Balsam,USA,English|Spanish,"$5,000,000 ","$18,700,000,",14 November 1974 (West Germany),Palomar Pictures (I)|Palladium Productions
Zorro,NULL,Action|Adventure|Comedy,8.3,30min,NULL,NULL,Guy Williams|Gene Sheldon|Henry Calvin,USA,English,"$82,000 ",NULL,10 October 1957 (USA),Walt Disney Productions
Jackie Chan's Who Am I?,PG-13,Action|Adventure|Comedy,6.8,1h 48min,Benny Chan|Jackie Chan,Jackie Chan|Susan Chan,Jackie Chan|Michelle Ferre|Mirai Yamamoto,Hong Kong,English|Cantonese|Dutch,NULL,NULL,17 January 1998 (Hong Kong),Golden Harvest Company|Panasia Films
The Crow: City of Angels,R,Action|Crime|Fantasy,4.6,1h 24min,Tim Pope,James O'Barr|David S. Goyer,Vincent Perez|Mia Kirshner|Richard Brooks,USA,English,"$13,000,000 ","$7,500,000 ",30 August 1996 (USA),Bad Bird Productions|Dimension Films|Jeff Most Productions
American Ninja,R,Action|Adventure|Romance,5.4,1h 35min,Sam Firstenberg,Paul De Mielche|Avi Kleinberger,Michael Dudikoff|Steve James|Judie Aronson,USA,English|Spanish|Japanese,"$1,000,000 ",NULL,30 August 1985 (USA),Cannon Group|Golan-Globus Productions
Key Largo,NOT RATED,Action|Crime|Drama,7.9,1h 40min,John Huston,Richard Brooks|John Huston,Humphrey Bogart|Edward G. Robinson|Lauren Bacall,USA,English|Italian,NULL,NULL,31 July 1948 (USA),Warner Bros.
Foxy Brown,R,Action|Crime|Thriller,6.5,1h 32min,Jack Hill,Jack Hill,Pam Grier|Antonio Fargas|Peter Brown,USA,English,"$500,000 ",NULL,5 April 1974 (USA),American International Pictures (AIP)
Agent X,NULL,Action|Drama,6.2,1h,NULL,NULL,Sharon Stone|Jeff Hephner|Jamey Sheridan,USA,English,NULL,NULL,8 November 2015 (USA),Beacon Pictures|Turner Original Productions
Steel,PG-13,Action|Crime|Sci-Fi,2.8,1h 37min,Kenneth Johnson,Louise Simonson|Jon Bogdanove,Shaquille O'Neal|Annabeth Gish|Judd Nelson,USA,English,"$16,000,000 ",NULL,15 August 1997 (USA),DC Entertainment|Quincy Jones-David Salzman Entertainment|Warner Bros.
The Marine 5: Battleground,R,Action|Crime|Thriller,5.3,1h 31min,James Nunn,Edward McHenry|Rory McHenry,Mike 'The Miz' Mizanin|Maryse Mizanin|Heath Miller,USA,NULL,NULL,NULL,25 April 2017 (USA),WWE Studios
Star Trek V: The Final Frontier,PG,Action|Adventure|Fantasy,5.4,1h 47min,William Shatner,Gene Roddenberry|William Shatner,William Shatner|Leonard Nimoy|DeForest Kelley,USA,English|Klingon,"$27,800,000 ","$70,210,000 ",9 June 1989 (USA),Paramount Pictures
High School DxD,TV-MA,Animation|Action|Comedy,7.8,23min,NULL,NULL,YÌÈki Kaji|Jamie Marchi|Azumi Asakura,Japan,Japanese|English,NULL,NULL,6 January 2012 (Japan),AT-X|Fujimishobo|Genco
